sample_idx,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20,k_21,k_22,k_23,k_24,k_25,k_26,k_27,k_28,k_29,k_30
0,0,1,4,4,2,2,3,3,9,10,4,14,7,1,4,13,19,8,13,1,1,0,17,16,8,22
1,3,1,3,1,4,2,3,3,9,10,4,14,7,1,2,13,3,8,8,1,1,0,17,16,8,22
2,3,1,3,1,4,2,3,4,9,7,4,14,7,1,2,2,3,3,8,19,1,0,18,16,8,22
3,3,1,3,1,4,5,3,4,9,7,4,14,7,1,2,13,3,8,8,1,1,0,17,16,8,22
4,1,1,3,6,6,7,3,3,12,10,4,6,13,1,11,13,20,8,4,1,1,0,17,16,8,22
5,3,1,3,2,5,2,5,3,3,10,4,14,15,1,18,13,20,8,7,1,1,0,17,16,8,22
6,3,1,3,1,4,2,3,3,9,10,4,14,7,1,2,13,3,8,8,1,1,0,17,16,8,22
7,3,1,3,3,4,7,3,3,9,10,4,14,7,1,2,13,1,8,8,1,1,0,17,16,8,22
8,3,1,3,1,4,2,3,3,9,10,4,14,7,1,2,13,3,8,8,1,1,0,17,16,8,22
9,3,1,3,1,4,2,3,4,9,7,4,14,7,1,2,13,3,8,8,1,1,0,17,16,8,22
10,3,1,3,1,8,2,3,3,9,10,4,14,7,1,2,13,1,8,8,1,1,0,17,16,8,22
11,3,1,3,1,8,2,3,3,9,10,4,14,7,1,2,13,1,8,8,1,1,0,17,16,8,22
12,3,3,5,6,6,7,2,6,12,2,11,6,13,1,11,10,10,10,4,12,7,23,16,27,10,16
13,1,3,5,6,6,7,6,6,12,2,6,6,13,10,11,0,20,10,4,10,7,20,5,1,6,16
14,1,3,5,6,6,7,6,6,12,2,6,6,13,10,11,0,20,10,4,10,7,0,5,1,8,16
15,1,3,5,6,6,7,6,3,12,10,4,6,13,1,11,0,1,8,16,1,1,0,17,16,8,22
16,1,3,5,6,6,7,3,3,12,10,4,14,13,1,11,13,1,8,17,1,1,0,17,16,8,22
17,1,0,2,3,8,8,3,3,9,10,4,3,16,1,18,13,1,8,17,1,1,0,17,16,8,22
18,1,0,4,3,8,8,3,3,4,10,4,3,16,1,18,13,1,8,17,1,1,0,17,16,8,22
19,1,1,2,3,8,2,3,3,9,10,4,14,7,1,18,13,7,8,8,1,1,0,17,16,8,22
20,3,1,3,1,8,8,3,4,9,10,4,14,7,1,2,13,3,8,8,1,1,0,17,16,8,22
21,3,1,3,1,8,2,3,3,9,10,4,14,7,1,2,13,1,8,8,1,1,0,17,16,8,22
22,3,1,3,1,8,8,3,3,9,10,4,14,7,1,2,13,1,8,8,1,1,0,17,16,8,22
23,3,1,3,1,4,8,3,4,9,7,4,14,7,1,2,13,3,8,8,1,1,0,17,16,8,22
24,3,1,3,1,4,8,3,4,9,7,4,14,7,1,2,13,3,8,8,1,1,0,17,16,8,22
