cluster_id,size,jaccard_stability,n_runs
0,294,0.2987212836742401,50
1,81,0.6683786511421204,50
2,107,0.46251583099365234,50
3,161,0.4128260910511017,50
4,203,0.40985217690467834,50
5,112,0.3825993835926056,50
6,141,0.7826576828956604,50
7,109,0.6791738867759705,50
8,193,0.5441784858703613,50
9,133,0.39370739459991455,50
10,159,0.38303571939468384,50
