rep,mean_best_match
0,0.7107658976823549
1,0.636738738563079
2,0.628176997669262
3,0.625469507264841
4,0.6066402550708504
5,0.6271812999713774
6,0.5330846444174254
7,0.6532365454642729
8,0.6246131616849813
9,0.5582246624042354
