rep,mean,min
0,0.7439732220869104,0.4098329746406509
1,0.7365775825592338,0.41014395809643256
2,0.759034838479828,0.5157936236236836
3,0.8171893117930724,0.42846805861037146
4,0.7627292412529771,0.4253186051387587
5,0.7873440327916053,0.4823459041031656
