method,group,n_left_out,ari,degenerate
kmeans,EL030,77,0.5809900727572427,False
kmeans,EL033,74,0.5629149561773432,False
kmeans,EL034,55,0.6397070835782264,False
kmeans,EL035,40,0.5535144046300707,False
kmeans,EL036,26,0.6056273302303802,False
kmeans,EL037,51,0.6836620014635493,False
kmeans,EL038,72,0.6332797860850079,False
kmeans,EL040,30,0.6394212226687752,False
kmeans,EL042,103,0.6802416005464226,False
kmeans,EL043,74,0.6269576467385138,False
kmeans,EL045,81,0.6703221468680114,False
kmeans,EL046,86,0.5781753452875993,False
kmeans,EL048,15,0.5948091885375867,False
kmeans,PAT_2868,6,0.7018662320783856,False
kmeans,PAT_3066,28,0.7053274885906244,False
kmeans,PAT_3390,18,0.5559159696084578,False
kmeans,PAT_3455,36,0.6103690534464916,False
kmeans,PAT_3780,47,0.590995210004849,False
kmeans,PAT_3965,80,0.6187566601058049,False
kmeans,PAT_3975,67,0.5985069649473258,False
kmeans,PAT_5515,12,0.600724033111802,False
kmeans,PAT_5533,41,0.5854939778905788,False
kmeans,PAT_6619,144,0.6524436787872824,False
kmeans,PAT_6684,77,0.597735765710062,False
kmeans,PAT_6704,46,0.5965461745991996,False
kmeans,PAT_6854,146,0.6903630093728601,False
kmeans,PAT_6953,156,0.6229823435534481,False
hierarchical,EL030,77,0.8487377068192256,False
hierarchical,EL033,74,0.6565461943427603,False
hierarchical,EL034,55,0.5322713107611327,False
hierarchical,EL035,40,0.6046686140899898,False
hierarchical,EL036,26,0.713516858288287,False
hierarchical,EL037,51,0.5468016326210969,False
hierarchical,EL038,72,0.6412518904078217,False
hierarchical,EL040,30,0.5859368959272625,False
hierarchical,EL042,103,0.5521228591550177,False
hierarchical,EL043,74,0.6100696099658652,False
hierarchical,EL045,81,0.5729033220694447,False
hierarchical,EL046,86,0.5794752632294076,False
hierarchical,EL048,15,0.5987543104809053,False
hierarchical,PAT_2868,6,0.6248440442841289,False
hierarchical,PAT_3066,28,0.7221858536809337,False
hierarchical,PAT_3390,18,0.554647581209774,False
hierarchical,PAT_3455,36,0.6153591028364798,False
hierarchical,PAT_3780,47,0.9591499920207337,False
hierarchical,PAT_3965,80,0.5646736059511199,False
hierarchical,PAT_3975,67,0.4681079601601287,False
hierarchical,PAT_5515,12,0.5569127332044678,False
hierarchical,PAT_5533,41,0.5308383496354968,False
hierarchical,PAT_6619,144,0.5063356143394209,False
hierarchical,PAT_6684,77,0.602288649590797,False
hierarchical,PAT_6704,46,0.5464908446529833,False
hierarchical,PAT_6854,146,0.5850871260092214,False
hierarchical,PAT_6953,156,0.5415857086098697,False
cnmf,EL030,77,0.4911304869058165,False
cnmf,EL033,74,0.4944182128148393,False
cnmf,EL034,55,0.4992615339832581,False
cnmf,EL035,40,0.4310767944004666,False
cnmf,EL036,26,0.4595424814323507,False
cnmf,EL037,51,0.5828697512557807,False
cnmf,EL038,72,0.5324072396506098,False
cnmf,EL040,30,0.5443058452880745,False
cnmf,EL042,103,0.5512127411903962,False
cnmf,EL043,74,0.5257252968506979,False
cnmf,EL045,81,0.5584994646344819,False
cnmf,EL046,86,0.4553968111739803,False
cnmf,EL048,15,0.5026238364480438,False
cnmf,PAT_2868,6,0.6431283670475175,False
cnmf,PAT_3066,28,0.6157658797646128,False
cnmf,PAT_3390,18,0.468439050314068,False
cnmf,PAT_3455,36,0.5321770412578609,False
cnmf,PAT_3780,47,0.4453639420453272,False
cnmf,PAT_3965,80,0.5568319013957371,False
cnmf,PAT_3975,67,0.49065439297518115,False
cnmf,PAT_5515,12,0.43691757647248197,False
cnmf,PAT_5533,41,0.48662385545084685,False
cnmf,PAT_6619,144,0.6398304275003364,False
cnmf,PAT_6684,77,0.482961098288039,False
cnmf,PAT_6704,46,0.45073560383571226,False
cnmf,PAT_6854,146,0.5813798849157731,False
cnmf,PAT_6953,156,0.474338357869123,False
