k,mean_jaccard,min_jaccard,max_jaccard,n_runs,subsample_frac,estimator,n_iter
5,0.732200312614441,0.4942212700843811,0.9230087995529176,50,0.8,native:hierarchical,
6,0.6701548397541046,0.4982908964157104,0.9230087995529176,50,0.8,native:hierarchical,
7,0.6901201818670545,0.4802268147468567,0.9230087995529176,50,0.8,native:hierarchical,
8,0.6788523942232132,0.4510715305805206,0.9228901863098145,50,0.8,native:hierarchical,
9,0.6948053075207604,0.4288628697395324,0.9363571405410768,50,0.8,native:hierarchical,
10,0.6982068508863449,0.4494727849960327,0.9363571405410768,50,0.8,native:hierarchical,
11,0.6695013696497137,0.4441363513469696,0.9363571405410767,50,0.8,native:hierarchical,
12,0.6740665212273598,0.407906174659729,0.9363571405410767,50,0.8,native:hierarchical,
