k,silhouette,calinski_harabasz,davies_bouldin,n_clusters,n_singletons,min_size,max_size,size_cv
5,0.05637272819876671,97.4258127761437,2.890593851925884,5,0,85,808,0.7867428853923216
6,0.06159256026148796,88.9959483085902,2.9189942917903964,6,0,85,629,0.6865692969548786
7,0.05599147453904152,82.23893041343334,2.742074048391742,7,0,74,629,0.8145392000972759
8,0.05063880234956741,76.55797981723677,2.7645226410035244,8,0,65,629,0.8725929721488261
9,0.0562141016125679,72.32907654018823,2.7273112574678615,9,0,65,557,0.8542501382181459
10,0.05904778093099594,69.22091668577528,2.5986534841530236,10,0,43,557,0.9386858117410257
11,0.05987793952226639,66.3934173874933,2.8208519581987193,11,0,43,398,0.7638853523805943
12,0.06275873631238937,63.15871974953003,2.689714810878899,12,0,25,398,0.8479999751302066
13,0.06101594865322113,60.479115643967496,2.676589781958922,13,0,25,398,0.8428652792164572
14,0.0637129694223404,58.159848532158094,2.6413583670785066,14,0,25,398,0.8935728836400523
15,0.06173213943839073,56.2096953025593,2.669439346324791,15,0,25,335,0.7752644782678041
16,0.0637240931391716,54.493472153080354,2.6071768077175923,16,0,25,335,0.8292615555373787
17,0.06626508384943008,52.99972285305992,2.6266832931607755,17,0,25,335,0.7427407788146639
18,0.06730644404888153,51.65081883290398,2.6177301228764147,18,0,25,335,0.7776766822820432
19,0.06955665349960327,50.338519658025064,2.605626436141896,19,0,25,335,0.8008300624666239
20,0.07072054594755173,49.15440282964009,2.5311124335116415,20,0,17,335,0.8390411955702641
21,0.07335997372865677,48.082264978215555,2.4637804335282008,21,0,12,335,0.8855880115583268
22,0.07488235831260681,47.06788132296883,2.370198885311721,22,0,3,335,0.9316338817603469
23,0.07811146974563599,46.143813544565454,2.3422558458481535,23,0,3,335,0.9628133161367802
24,0.0808207169175148,45.290046704736056,2.3247002097757146,24,0,3,335,0.9870926220566851
25,0.07836256921291351,44.51410112256326,2.3337787479270617,25,0,3,335,0.9815083958987781
26,0.060704708099365234,43.78904189622537,2.321256094231494,26,0,3,335,0.9983036631150833
27,0.0629366859793663,43.131694437475346,2.315092442090694,27,0,3,335,1.0132335059162971
28,0.06330686062574387,42.50321699507099,2.407837005827898,28,0,3,239,0.8083497218982012
29,0.0665748193860054,41.927761073841566,2.4122971269949933,29,0,3,239,0.7822725372461633
30,0.06733003258705139,41.34569959135989,2.4392606429885597,30,0,3,171,0.6512469636252353
