k,mean_jaccard,min_jaccard,max_jaccard,n_runs,subsample_frac,estimator
5,0.6757309138774872,0.4099959433078766,0.9715867042541504,50,0.8,kmeans
6,0.6129045933485031,0.32932940125465393,0.933319091796875,50,0.8,kmeans
7,0.6297599928719657,0.35893192887306213,0.926193356513977,50,0.8,kmeans
8,0.611141737550497,0.33416637778282166,0.8885045051574707,50,0.8,kmeans
9,0.569359196556939,0.3334878981113434,0.8676167726516724,50,0.8,kmeans
10,0.5949776142835617,0.30068784952163696,0.8229339122772217,50,0.8,kmeans
11,0.5854690102013674,0.2905866503715515,0.8280577659606934,50,0.8,kmeans
12,0.5857799525062243,0.27032431960105896,0.8714488744735718,50,0.8,kmeans
