k,fold,held_out_err,var_explained
2,0,0.7365966077580717,0.2634033922419283
2,1,0.7345294008110315,0.26547059918896854
2,2,0.7529170624976633,0.24708293750233667
2,3,0.7270897356395071,0.2729102643604929
2,4,0.7564940638164362,0.24350593618356375
3,0,0.636939568538188,0.363060431461812
3,1,0.6457925856450086,0.35420741435499137
3,2,0.6512867812125417,0.3487132187874583
3,3,0.6408920889774842,0.3591079110225158
3,4,0.6635528148393672,0.33644718516063277
4,0,0.5964154703284646,0.40358452967153535
4,1,0.6127160160465712,0.3872839839534288
4,2,0.6164448260125662,0.3835551739874338
4,3,0.6009738637895328,0.39902613621046723
4,4,0.6260372187825131,0.37396278121748694
5,0,0.5625615052625683,0.4374384947374317
5,1,0.574747154425729,0.425252845574271
5,2,0.5771202191813153,0.4228797808186847
5,3,0.5672044964639029,0.4327955035360971
5,4,0.595353669841136,0.404646330158864
6,0,0.5273016744354801,0.47269832556451985
6,1,0.537550593586946,0.462449406413054
6,2,0.5418761884697836,0.4581238115302164
6,3,0.5235890145252686,0.4764109854747314
6,4,0.5496411355422995,0.45035886445770046
8,0,0.4879069314572894,0.5120930685427105
8,1,0.49501600821926983,0.5049839917807302
8,2,0.5031963893068492,0.4968036106931508
8,3,0.4933129707421674,0.5066870292578326
8,4,0.5054587672748865,0.4945412327251135
10,0,0.4455434367611762,0.5544565632388239
10,1,0.4613860449212772,0.5386139550787228
10,2,0.46723921640937705,0.532760783590623
10,3,0.4394394075970161,0.560560592402984
10,4,0.47615202232990556,0.5238479776700944
12,0,0.4244359053206051,0.575564094679395
12,1,0.4322470715906295,0.5677529284093705
12,2,0.42702626923945386,0.5729737307605461
12,3,0.4189196375026236,0.5810803624973764
12,4,0.4335568869558167,0.5664431130441834
14,0,0.3987391296102354,0.6012608703897646
14,1,0.42009435073926205,0.579905649260738
14,2,0.40676065143829027,0.5932393485617098
14,3,0.39612841769290685,0.6038715823070931
14,4,0.41448370294791453,0.5855162970520855
16,0,0.38493138158339985,0.6150686184166001
16,1,0.39823052643385415,0.6017694735661459
16,2,0.38937098668295245,0.6106290133170476
16,3,0.3851293956884414,0.6148706043115586
16,4,0.4014098199763258,0.5985901800236741
18,0,0.36821784795993306,0.6317821520400669
18,1,0.38476883340554285,0.6152311665944572
18,2,0.3786885712780016,0.6213114287219984
18,3,0.3674328418931595,0.6325671581068405
18,4,0.38670933980510713,0.6132906601948929
19,0,0.366670612083899,0.633329387916101
19,1,0.3751981124803991,0.6248018875196009
19,2,0.36852433518919414,0.6314756648108059
19,3,0.36693596669686346,0.6330640333031365
19,4,0.37547457137632356,0.6245254286236764
20,0,0.3577744856305995,0.6422255143694005
20,1,0.36963955582282704,0.630360444177173
20,2,0.360729341605449,0.639270658394551
20,3,0.34924718615776623,0.6507528138422338
20,4,0.3705081016683673,0.6294918983316327
21,0,0.35246843563711344,0.6475315643628865
21,1,0.3615982379646425,0.6384017620353575
21,2,0.35213088151263694,0.6478691184873631
21,3,0.3448037975235154,0.6551962024764846
21,4,0.3590853608504509,0.640914639149549
22,0,0.3405521363531209,0.659447863646879
22,1,0.35544286081751925,0.6445571391824807
22,2,0.35289796866340173,0.6471020313365983
22,3,0.34898236423365575,0.6510176357663442
22,4,0.35458062655241873,0.6454193734475813
23,0,0.3381240633581888,0.6618759366418112
23,1,0.34792393798158877,0.6520760620184112
23,2,0.3427803121986022,0.6572196878013978
23,3,0.3391048369479922,0.6608951630520078
23,4,0.35313564539661074,0.6468643546033892
