rep,mean,min
0,0.8694305162450692,0.6597981306818959
1,0.8825122799181746,0.7153322462234967
2,0.8649155728041876,0.7079964467589023
3,0.8900705021367905,0.793864208934208
4,0.8729153785432173,0.7156068469963086
5,0.8809177556090562,0.7037898790552967
