condition,band_idx,band_lo,band_hi,band,time_bin,kind,coef[7Networks_1],coef[7Networks_2],coef[7Networks_3],coef[7Networks_4],coef[7Networks_5],coef[7Networks_6],coef[7Networks_7],importance
audio,-1,70.0,150.0,HG 70-150Hz,42,hg,0.027844403644052954,0.05292678252892794,0.01747068883055347,0.21119837216071302,0.01573143778728222,-0.18795819425081356,-0.13721349070071542,0.09290619570043693
audio,-1,70.0,150.0,HG 70-150Hz,43,hg,-0.005871611624962939,-0.04830461790982522,0.053073487589467276,-0.09701397138113024,0.04621773624412199,-0.20009153155156728,0.25199050863389677,0.10036620927642452
audio,-1,70.0,150.0,HG 70-150Hz,44,hg,-0.06810739000097726,0.07154851608714388,-0.016608777892236637,-0.04247121204384047,0.1337142139376956,-0.15524335552334695,0.07716800543556132,0.08069449584582887
audio,-1,70.0,150.0,HG 70-150Hz,45,hg,-0.0685796594897193,0.03551103073258782,-0.032400801820066855,0.16410159398489715,0.13836150941497102,-0.0990107852862906,-0.1379828875363794,0.09656403832355888
audio,-1,70.0,150.0,HG 70-150Hz,46,hg,-0.06685688032571876,-0.018889659322099368,0.03679963661729764,0.14471846247050846,-0.035644908525542904,-0.16231141881592206,0.10218476790147539,0.0810579619969378
audio,-1,70.0,150.0,HG 70-150Hz,47,hg,-0.05977149263389839,0.07950517019445694,-0.025332379718071785,0.18288306005145213,-0.15116182233572087,-0.05360496573979642,0.027482430181577824,0.08282018869356776
audio,-1,70.0,150.0,HG 70-150Hz,48,hg,-0.010807277018968721,0.022570851414475596,-0.09859757815894596,0.2666521414871838,0.010386672102386611,-0.17287346192722355,-0.017331347898907702,0.08560276142972742
audio,-1,70.0,150.0,HG 70-150Hz,49,hg,0.020075174514650494,-0.00622515019306248,0.037768374416747505,-0.056518418743414366,0.1106567207413925,-0.13360371506589386,0.027847014329579672,0.056099224000677274
audio,-1,70.0,150.0,HG 70-150Hz,50,hg,-0.03471177930297323,0.03229019653312818,0.0984012985748105,-0.0776549992526673,0.05570237264217326,-0.09795754179389621,0.023930452599424428,0.06009266295701045
audio,-1,70.0,150.0,HG 70-150Hz,51,hg,0.04740970629860212,-0.019212582285184663,-0.0548844943676208,-0.022247518500684346,0.019945836194604976,0.003907276744622943,0.025081775915659972,0.0275270271867114
audio,-1,70.0,150.0,HG 70-150Hz,52,hg,0.11220495174894242,0.12984827912565303,-0.16545366648016302,0.0447115887926198,-0.043368796018278276,-0.056064332150069736,-0.02187802501870449,0.0819328056192044
audio,-1,70.0,150.0,HG 70-150Hz,53,hg,-0.09034020950213363,0.07222944591976369,-0.04185365993416311,-0.019317911610865865,0.04700231100148486,0.09524438742464565,-0.06296436329873116,0.06127889838454115
audio,-1,70.0,150.0,HG 70-150Hz,54,hg,-0.07324635867466156,0.059910128671446274,0.015559619842469036,-0.17032571069452498,0.02343748386967814,0.054857142197521684,0.089807694788072,0.06959201981976766
audio,-1,70.0,150.0,HG 70-150Hz,55,hg,-0.000561929880163401,-0.02552896828161899,0.05923174246303297,-0.15919397065414598,0.06639580029339678,-0.012523520266338916,0.07218084632583771,0.05651668259493354
audio,-1,70.0,150.0,HG 70-150Hz,56,hg,0.05365124635425056,0.1286338366042185,0.03372991292928355,-0.13563135813561522,-0.002941382537840824,-0.07544024488900392,-0.0020020103252905894,0.06171857025364331
