condition,band_idx,band_lo,band_hi,band,time_bin,kind,impurity_importance,perm_importance,perm_importance_std,importance
audio,-1,70.0,150.0,HG 70-150Hz,0,hg,0.001136801445504885,-0.00011894260466620566,0.00047265519667886454,0.0
audio,-1,70.0,150.0,HG 70-150Hz,1,hg,0.000504484230264556,0.0,0.0,0.0
audio,-1,70.0,150.0,HG 70-150Hz,2,hg,0.0005539834868628061,0.0012422360248448116,0.0010142814669910384,0.0012422360248448116
audio,-1,70.0,150.0,HG 70-150Hz,3,hg,0.0006860373626718098,0.0010579778392260653,0.0010258834423030288,0.0010579778392260653
audio,-1,70.0,150.0,HG 70-150Hz,4,hg,0.0020417353244316316,-0.00041589506825777666,0.0006524079469153123,0.0
audio,-1,70.0,150.0,HG 70-150Hz,5,hg,0.0022675729735309523,0.00035682781399856147,0.0004132325215206877,0.00035682781399856147
audio,-1,70.0,150.0,HG 70-150Hz,6,hg,0.002154870510367161,-0.00043106897931587395,0.0006709977339715413,0.0
audio,-1,70.0,150.0,HG 70-150Hz,7,hg,0.004103108762615356,-0.00041036799555029815,0.0008357076343207854,0.0
audio,-1,70.0,150.0,HG 70-150Hz,8,hg,0.004818313911177171,-0.0002555504960605304,0.0006699679181974747,0.0
audio,-1,70.0,150.0,HG 70-150Hz,9,hg,0.002131057096526876,0.0006383720915703939,0.0005326517536574276,0.0006383720915703939
audio,-1,70.0,150.0,HG 70-150Hz,10,hg,0.00369276623508611,0.00097181138891409,0.0009218416415393998,0.00097181138891409
audio,-1,70.0,150.0,HG 70-150Hz,11,hg,0.0034064789724872397,-0.00029446108792154926,0.0005019832950065066,0.0
audio,-1,70.0,150.0,HG 70-150Hz,12,hg,0.0024516627127363164,-0.00012115343374919929,0.00031070731112281704,0.0
audio,-1,70.0,150.0,HG 70-150Hz,13,hg,0.003895469452699305,0.0004205805012040931,0.000617986895169584,0.0004205805012040931
audio,-1,70.0,150.0,HG 70-150Hz,14,hg,0.004515934427158935,-0.0002974967849589949,0.000462694824466298,0.0
audio,-1,70.0,150.0,HG 70-150Hz,15,hg,0.0022733274158925616,0.0003990546494840763,0.00030711312665136515,0.0003990546494840763
audio,-1,70.0,150.0,HG 70-150Hz,16,hg,0.0033721171298016065,0.0003262181831752642,0.0008032517759352137,0.0003262181831752642
audio,-1,70.0,150.0,HG 70-150Hz,17,hg,0.0020520151198652357,0.0008681733562990957,0.0009883821738404693,0.0008681733562990957
audio,-1,70.0,150.0,HG 70-150Hz,18,hg,0.0014149301959495639,-0.0006499029407914247,0.0004840019535807625,0.0
audio,-1,70.0,150.0,HG 70-150Hz,19,hg,0.0014372172238195232,0.0004001600640255454,0.0,0.0004001600640255454
audio,-1,70.0,150.0,HG 70-150Hz,20,hg,0.00321284871673676,-0.00045645539602772177,0.0006139948657209142,0.0
audio,-1,70.0,150.0,HG 70-150Hz,21,hg,0.004946185686334212,0.00025009104091410216,0.0008620701915070829,0.00025009104091410216
audio,-1,70.0,150.0,HG 70-150Hz,22,hg,0.0035297497907082094,-0.0002033962756372909,0.0004777345365405601,0.0
audio,-1,70.0,150.0,HG 70-150Hz,23,hg,0.001456663243303546,0.00012004801920766362,0.0001833763783495437,0.00012004801920766362
audio,-1,70.0,150.0,HG 70-150Hz,24,hg,0.003718408365553359,0.000441019676262544,0.0008567340455647935,0.000441019676262544
audio,-1,70.0,150.0,HG 70-150Hz,25,hg,0.006051347333466547,0.0014321975929961095,0.0015096800407265196,0.0014321975929961095
audio,-1,70.0,150.0,HG 70-150Hz,26,hg,0.0022376717202120962,0.00036014405762299086,0.0001200480192076636,0.00036014405762299086
audio,-1,70.0,150.0,HG 70-150Hz,27,hg,0.0012251588784088355,4.001600640255454e-05,0.0001200480192076636,4.001600640255454e-05
audio,-1,70.0,150.0,HG 70-150Hz,28,hg,0.0024427958157504314,0.0013322630401486734,0.0009759519194818899,0.0013322630401486734
audio,-1,70.0,150.0,HG 70-150Hz,29,hg,0.002696514127832771,0.0009911071869503018,0.0010051213027440714,0.0009911071869503018
audio,-1,70.0,150.0,HG 70-150Hz,30,hg,0.003753087801027578,0.002750234428610532,0.0012016146260782014,0.002750234428610532
audio,-1,70.0,150.0,HG 70-150Hz,31,hg,0.005529209705060423,-0.0005223768624273318,0.0009572708784773302,0.0
audio,-1,70.0,150.0,HG 70-150Hz,32,hg,0.004592909336200015,0.0016147628466680497,0.0003644894158338952,0.0016147628466680497
audio,-1,70.0,150.0,HG 70-150Hz,33,hg,0.0020457487870399484,0.0022058328081620672,0.0008100450911637614,0.0022058328081620672
audio,-1,70.0,150.0,HG 70-150Hz,34,hg,0.002995437153854562,0.00022381671281579418,0.0005637154704134697,0.00022381671281579418
