k,mean_jaccard,min_jaccard,max_jaccard,n_runs,subsample_frac
5,0.9250259757041931,0.8520126342773438,0.9597632884979248,50,0.8
6,0.7209117909272512,0.5896791815757751,0.9255571961402893,50,0.8
7,0.7380407878330776,0.5071831345558167,0.9628034234046936,50,0.8
8,0.7419466376304626,0.528437614440918,0.9462050795555115,50,0.8
9,0.6320475571685367,0.4597757160663605,0.9253174066543579,50,0.8
10,0.6514400541782379,0.4296228885650635,0.853343665599823,50,0.8
11,0.6482151259075511,0.40118131041526794,0.8521835207939148,50,0.8
12,0.6631353944540024,0.3630082309246063,0.8931840062141418,50,0.8
