sample_idx,k_4,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20,k_21,k_22,k_23
112,2,2,5,3,2,7,3,4,5,2,8,4,8,4,3,8,8,13,4,12
113,2,2,5,0,2,7,3,6,2,9,2,4,15,9,3,15,15,13,4,12
114,2,2,5,0,2,7,3,4,5,2,8,4,8,4,3,8,8,13,11,12
115,2,2,5,0,6,7,3,4,5,2,8,4,8,4,3,8,8,13,11,12
116,2,2,5,0,1,7,3,4,5,2,8,4,8,4,3,8,8,13,11,12
117,2,2,5,3,1,7,3,4,5,2,8,4,8,4,3,8,8,13,11,12
118,2,2,5,0,2,7,3,6,2,2,8,4,15,9,3,15,15,13,4,12
119,2,2,5,3,1,7,3,4,5,2,8,4,8,4,3,8,8,13,11,12
120,2,2,5,0,1,7,3,4,5,2,8,4,8,4,3,8,8,13,11,12
121,2,2,5,3,2,7,3,4,5,9,8,4,15,9,3,15,15,13,4,12
122,2,2,5,1,2,7,3,6,2,9,2,4,15,9,3,15,15,13,4,12
123,1,1,4,1,4,8,9,6,2,3,4,12,4,2,1,9,19,20,20,21
124,2,2,5,3,1,7,3,4,5,2,8,4,8,4,3,8,8,13,11,12
125,2,2,5,3,1,7,3,4,5,2,8,4,8,4,3,8,8,13,11,12
126,2,2,5,3,1,7,3,4,5,2,8,4,8,4,3,8,8,13,11,12
127,2,2,5,3,1,7,3,4,5,2,8,4,8,4,3,8,8,13,11,12
128,2,2,5,3,1,6,4,9,7,9,6,0,15,9,17,15,15,7,4,7
129,2,2,5,3,1,7,3,4,5,2,8,4,8,4,3,8,8,13,11,12
130,2,2,5,3,1,7,3,4,5,2,8,4,8,4,3,8,8,13,11,12
131,2,2,5,0,1,7,3,4,5,2,8,4,8,4,3,8,8,13,11,12
132,1,1,4,1,4,8,9,6,2,12,4,12,15,9,1,15,15,10,8,19
133,2,2,5,3,1,7,3,4,5,2,8,4,8,4,3,8,8,13,11,12
134,2,2,5,3,1,7,4,4,5,5,8,13,6,15,9,6,6,8,15,5
135,2,2,5,3,1,6,4,9,7,5,6,13,6,15,9,6,6,8,15,5
136,1,1,4,1,4,8,9,6,2,12,4,12,4,10,1,4,9,20,16,17
137,1,1,4,2,4,2,1,1,10,3,4,12,4,2,4,9,19,20,20,21
138,1,1,4,2,4,2,1,1,10,3,4,12,4,2,4,9,19,14,20,21
139,1,1,4,1,4,8,9,6,2,12,4,12,4,10,1,4,9,10,8,17
140,2,2,5,0,2,7,3,4,5,2,8,4,8,4,3,8,8,13,11,12
141,2,2,5,3,1,7,3,4,5,2,8,4,8,4,3,8,8,13,11,12
142,0,0,2,6,3,5,5,0,11,4,7,3,7,1,5,7,7,4,21,18
143,0,2,5,3,1,6,4,9,11,4,7,13,7,15,5,7,7,4,15,18
144,0,0,2,6,3,5,5,0,11,4,7,3,7,1,5,7,7,4,0,13
145,0,0,2,6,3,5,5,0,11,4,7,3,7,12,5,7,7,4,19,16
146,0,0,2,6,3,5,5,0,11,4,7,3,7,12,5,7,7,4,19,16
147,0,0,2,6,3,5,5,0,11,4,7,3,7,12,5,7,7,4,19,16
148,2,2,5,3,1,6,4,9,7,5,6,13,6,15,9,6,6,8,15,5
149,2,2,5,3,1,6,4,9,7,5,6,13,6,9,9,6,6,8,15,7
150,2,2,5,3,1,6,4,9,7,5,6,13,6,15,9,6,6,8,15,7
151,2,2,5,3,1,6,4,9,7,5,6,13,6,15,9,6,6,8,15,7
152,2,2,5,3,2,6,7,9,7,9,2,0,10,14,17,17,17,7,4,7
153,2,2,5,3,2,6,7,9,7,9,2,0,10,14,17,17,17,7,4,7
