,1-4Hz,4-8Hz,8-13Hz,13-20Hz,20-30Hz,30-50Hz,50-70Hz,70-100Hz,100-130Hz,130-170Hz,170-220Hz,220-270Hz,270-320Hz,320-360Hz,360-400Hz
audio,0.01882910743766738,0.010025519544757054,-0.005664281781250463,-0.006893564524573481,-0.0006625522024144787,-0.14065140208194346,-0.06621937000174617,0.04232701698214943,0.026387888190636696,0.03720425246587815,0.02544118718019806,0.03786014620132387,0.04878456424011357,0.08505641834378146,0.051595166398330734
picture,-0.056316358285042195,-0.03652279248244853,0.011868915565847042,0.046730661369525216,0.10142326811806798,0.1963890692461123,0.14274766879543896,0.07124939590007114,0.1330050421297081,0.07208649247542066,0.14526986962736668,0.07706307352314305,0.06538284468820944,0.04040361914512512,0.12601814243125592
reading,0.028951602746249215,0.02054727852605108,-0.0047272407363138464,-0.031099112441741968,-0.07908506337324213,-0.04018874720023275,-0.058398493538929695,-0.09023650747317292,-0.12580028425098136,-0.08674210790698994,-0.13466152731544948,-0.09118050197037614,-0.09086427659601665,-0.10064963149800908,-0.14074356976417246
