method,method_label,space,home,silhouette,null_mean,null_sd,z,n_null
kmeans,k-means,dB,False,0.03635156905261716,0.06726421175991412,0.0020291894587579416,-15.23398545851823,50
kmeans,k-means,unit-norm,True,0.07462490156410903,0.058590820752305345,0.0034044830577927253,4.709696168145798,50
hierarchical,Ward,dB,False,0.028000101084658755,0.036477685329484824,0.003423204716128212,-2.47650518967927,50
hierarchical,Ward,unit-norm,True,0.044055236648767225,0.031494794042324636,0.006965180882657651,1.8033189400316043,50
cnmf,convex NMF,dB,False,0.020012343665550863,0.03654632808330193,0.004678364261525857,-3.5341378938198535,50
cnmf,convex NMF,unit-norm,True,0.04147047309215726,0.0331800477107303,0.004129321528335392,2.007696742561239,50
