cluster_id,n_total,n_unknown,entropy_bits,purity,top_region,top_proportion,top_3_json,p_entropy_lower_tail,null_entropy_mean
0,26,26,,,unknown,1.0,"[[""unknown"", 1.0]]",,
1,88,33,3.1756846449575393,0.21818181818181817,lateralorbitofrontal,0.218,"[[""lateralorbitofrontal"", 0.218], [""rostralmiddlefrontal"", 0.2], [""lateraloccipital"", 0.109]]",0.0,4.012092038415872
2,28,2,2.52078454648505,0.2692307692307692,insula,0.269,"[[""insula"", 0.269], [""postcentral"", 0.231], [""lateraloccipital"", 0.231]]",0.0,3.5544174687877623
3,164,79,3.6575152332435854,0.17647058823529413,inferiortemporal,0.176,"[[""inferiortemporal"", 0.176], [""superiortemporal"", 0.153], [""supramarginal"", 0.106]]",0.0,4.12106497687788
4,65,6,3.208940661519792,0.23728813559322035,middletemporal,0.237,"[[""middletemporal"", 0.237], [""lateralorbitofrontal"", 0.153], [""insula"", 0.119]]",0.0,3.9312902959967313
5,61,17,2.79183482619878,0.3409090909090909,middletemporal,0.341,"[[""middletemporal"", 0.341], [""insula"", 0.159], [""supramarginal"", 0.114]]",0.0,3.9069241087684006
6,38,32,0.9182958340544896,0.6666666666666666,superiortemporal,0.667,"[[""superiortemporal"", 0.667], [""bankssts"", 0.333]]",0.0,3.7207518717359283
7,68,24,2.958336110178569,0.22727272727272727,postcentral,0.227,"[[""postcentral"", 0.227], [""superiortemporal"", 0.227], [""supramarginal"", 0.114]]",0.0,3.94942004971063
8,46,0,2.764554311643797,0.2826086956521739,rostralmiddlefrontal,0.283,"[[""rostralmiddlefrontal"", 0.283], [""parsopercularis"", 0.239], [""insula"", 0.174]]",0.0,3.803774351390611
9,70,70,,,unknown,1.0,"[[""unknown"", 1.0]]",,
10,50,50,,,unknown,1.0,"[[""unknown"", 1.0]]",,
11,135,106,2.6140741739667392,0.3793103448275862,middletemporal,0.379,"[[""middletemporal"", 0.379], [""inferiortemporal"", 0.207], [""insula"", 0.103]]",0.0,4.099213988794327
12,40,40,,,unknown,1.0,"[[""unknown"", 1.0]]",,
13,30,27,0.9182958340544896,0.6666666666666666,middletemporal,0.667,"[[""middletemporal"", 0.667], [""lateraloccipital"", 0.333]]",0.0,3.6192332695584164
14,98,8,3.866781756672761,0.14444444444444443,middletemporal,0.144,"[[""middletemporal"", 0.144], [""inferiortemporal"", 0.122], [""postcentral"", 0.089]]",0.106,4.0246434673708995
15,17,3,3.182005814760214,0.21428571428571427,postcentral,0.214,"[[""postcentral"", 0.214], [""supramarginal"", 0.143], [""precentral"", 0.143]]",0.414,3.239556127497219
16,46,8,3.3034455289190925,0.18421052631578946,superiorfrontal,0.184,"[[""superiorfrontal"", 0.184], [""precentral"", 0.132], [""superiortemporal"", 0.132]]",0.008,3.8000711329222856
17,38,34,1.5,0.5,inferiortemporal,0.5,"[[""inferiortemporal"", 0.5], [""middletemporal"", 0.25], [""insula"", 0.25]]",0.0,3.7267962834457946
18,19,0,1.8679653582397107,0.5263157894736842,middletemporal,0.526,"[[""middletemporal"", 0.526], [""inferiortemporal"", 0.211], [""temporalpole"", 0.105]]",0.0,3.3323146472566476
19,36,5,2.5146591198888,0.3225806451612903,inferiortemporal,0.323,"[[""inferiortemporal"", 0.323], [""middletemporal"", 0.226], [""fusiform"", 0.129]]",0.0,3.6905678662347627
