band,importance
1-4Hz,0.008708334592418621
4-8Hz,0.008098067602327485
8-13Hz,0.00783150788919731
13-20Hz,0.006305634381899505
20-30Hz,0.008525927533485167
30-50Hz,0.006038629973400123
50-70Hz,0.025690413212202712
70-100Hz,0.021628010471923965
100-130Hz,0.017341994375679105
130-170Hz,0.007502405996723893
170-220Hz,0.00757474614559821
220-270Hz,0.00437598380313241
270-320Hz,0.009592349525622967
320-360Hz,0.007038330206224764
360-400Hz,0.005588322285436121
