condition,band_idx,band_lo,band_hi,band,time_bin,kind,impurity_importance,perm_importance,perm_importance_std,importance
audio,0,1.0,4.0,1-4Hz,0,ersp,0.0004880059520237961,0.0,0.0,0.0
audio,0,1.0,4.0,1-4Hz,1,ersp,0.0005547389404878894,4.001600640256564e-05,0.00012004801920769694,4.001600640256564e-05
audio,0,1.0,4.0,1-4Hz,2,ersp,0.0003260913951385262,0.0018633540372671176,0.0006211180124223725,0.0018633540372671176
audio,0,1.0,4.0,1-4Hz,3,ersp,0.0006316970140723301,0.0,0.0,0.0
audio,0,1.0,4.0,1-4Hz,4,ersp,0.0007248490767810097,0.0,0.0,0.0
audio,0,1.0,4.0,1-4Hz,5,ersp,0.000920006628014182,-0.00012004801920766362,0.0001833763783495437,0.0
audio,0,1.0,4.0,1-4Hz,6,ersp,0.00026351916196158686,0.0,0.0,0.0
audio,0,1.0,4.0,1-4Hz,7,ersp,0.000684509358606901,0.0,0.0,0.0
audio,0,1.0,4.0,1-4Hz,8,ersp,0.00042775467662811814,0.0,0.0,0.0
audio,0,1.0,4.0,1-4Hz,9,ersp,0.0007195011643923763,-4.001600640255454e-05,0.0001200480192076636,0.0
audio,0,1.0,4.0,1-4Hz,10,ersp,0.0006943062470928555,0.0,0.0,0.0
audio,0,1.0,4.0,1-4Hz,11,ersp,0.0008777533790105375,0.0,0.0,0.0
audio,0,1.0,4.0,1-4Hz,12,ersp,0.0005893891249491259,0.00020703933747412417,0.0006211180124223725,0.00020703933747412417
audio,0,1.0,4.0,1-4Hz,13,ersp,0.0005784349427008196,0.0,0.0,0.0
audio,0,1.0,4.0,1-4Hz,14,ersp,0.000706909682191089,4.001600640256564e-05,0.00012004801920769694,4.001600640256564e-05
audio,0,1.0,4.0,1-4Hz,15,ersp,0.0005875632212211258,0.0,0.0,0.0
audio,0,1.0,4.0,1-4Hz,16,ersp,0.0007266514913810703,0.0,0.0,0.0
audio,0,1.0,4.0,1-4Hz,17,ersp,0.0005678709648977717,0.0,0.0,0.0
audio,0,1.0,4.0,1-4Hz,18,ersp,0.0008795798469081554,0.00024009603841539383,0.00019603759446046103,0.00024009603841539383
audio,0,1.0,4.0,1-4Hz,19,ersp,0.0005277204447772364,0.0,0.0,0.0
audio,0,1.0,4.0,1-4Hz,20,ersp,0.0004994944766352028,0.0,0.0,0.0
audio,0,1.0,4.0,1-4Hz,21,ersp,0.0006927417536476626,0.0,0.0,0.0
audio,0,1.0,4.0,1-4Hz,22,ersp,0.0005371166476002627,0.0,0.0,0.0
