method,method_label,space,home,silhouette,null_mean,null_sd,z,n_null
kmeans,k-means,dB,False,0.05890601984327677,0.05013441899118317,0.0014325467629334628,6.123081688538927,50
kmeans,k-means,unit-norm,True,0.11629554344696921,0.04530406784112719,0.0022843178765248632,31.077756881122635,50
hierarchical,Ward,dB,False,0.04948813398632186,0.021742126561612785,0.0027475567616137473,10.098429198024197,50
hierarchical,Ward,unit-norm,True,0.0838269687061573,0.01754574549900293,0.004680180737864573,14.16210760215139,50
cnmf,convex NMF,dB,False,0.04685148330226637,0.019986867036596193,0.003422516200458069,7.849375924670458,50
cnmf,convex NMF,unit-norm,True,0.0980646976852015,0.017743037963320746,0.002966780729886678,27.07367582401305,50
