class,support,precision,recall,f1,recall_ci_lo,recall_ci_hi,roc_auc_ovr,perm_p,perm_p_fdr
17Networks_1,26,0.2777777777777778,0.19230769230769232,0.22727272727272727,0.0,0.3076923076923077,0.8028639815120502,0.009950248756218905,0.04228855721393035
17Networks_10,23,0.0,0.0,0.0,0.0,0.0,0.7356893745640549,1.0,1.0
17Networks_11,4,0.0,0.0,0.0,0.0,0.0,0.4224318658280923,1.0,1.0
17Networks_12,58,0.05263157894736842,0.034482758620689655,0.041666666666666664,0.0,0.08333333333333333,0.6278448275862069,0.845771144278607,1.0
17Networks_13,95,0.08333333333333333,0.08421052631578947,0.08376963350785341,0.029411764705882353,0.1400353535353535,0.5313898883942185,0.736318407960199,1.0
17Networks_14,59,0.19696969696969696,0.22033898305084745,0.208,0.09090909090909091,0.3200246913580247,0.6296449916102638,0.004975124378109453,0.04228855721393035
17Networks_15,25,0.0,0.0,0.0,0.0,0.0,0.5559699892818865,1.0,1.0
17Networks_16,43,0.10714285714285714,0.06976744186046512,0.08450704225352113,0.0,0.16,0.4850171559283263,0.31840796019900497,0.6766169154228856
17Networks_17,228,0.4155844155844156,0.2807017543859649,0.33507853403141363,0.1486314120242692,0.43025656069980794,0.6098864455659697,0.06965174129353234,0.19734660033167495
17Networks_2,3,0.0,0.0,0.0,0.0,0.0,0.6289703315881326,1.0,1.0
17Networks_3,25,0.0,0.0,0.0,0.0,0.0,0.5844801714898178,1.0,1.0
17Networks_4,91,0.2391304347826087,0.24175824175824176,0.24043715846994534,0.16090889740315029,0.3419540229885057,0.6774592189817102,0.009950248756218905,0.04228855721393035
17Networks_5,23,0.02830188679245283,0.13043478260869565,0.046511627906976744,0.0,0.2608695652173913,0.6809579167635433,0.01990049751243781,0.06766169154228856
17Networks_6,26,0.05714285714285714,0.07692307692307693,0.06557377049180328,0.0,0.18181818181818182,0.605191482337405,0.11442786069651742,0.27789623312011374
17Networks_7,43,0.1,0.046511627906976744,0.06349206349206349,0.0,0.16,0.612962256957682,0.5024875621890548,0.9491431730237702
17Networks_8,40,0.02631578947368421,0.025,0.02564102564102564,0.0,0.04,0.6822167755991285,0.7263681592039801,1.0
17Networks_9,146,0.25,0.2671232876712329,0.2582781456953642,0.16921875,0.37709875727128495,0.604371921182266,0.004975124378109453,0.04228855721393035
