k,silhouette,calinski_harabasz,davies_bouldin,n_clusters,n_singletons,min_size,max_size,size_cv
5,0.07845226675271988,153.6805265211194,2.4321439435637693,5,0,110,940,0.8993958933740166
6,0.0778314471244812,136.42802603229046,2.3146241132315364,6,0,36,940,1.0700105187434126
7,0.08212193846702576,124.34773270561877,2.3949317222326667,7,0,36,940,1.1925469117911986
8,0.08675837516784668,114.21226281051575,2.25431294998525,8,0,36,940,1.3184945277756015
9,0.04616658389568329,106.5226051088975,2.601152380508187,9,0,36,607,0.9007506316556104
10,0.05092250555753708,100.21254052662803,2.705843887379382,10,0,36,437,0.7030185975112097
11,0.050779130309820175,95.36033285295493,2.4895510354988835,11,0,3,437,0.8018096938407211
12,0.0546499527990818,91.26923241133358,2.414597647421951,12,0,3,437,0.872029030919586
13,0.05528043583035469,87.93938514671353,2.4188709732746463,13,0,3,333,0.7394085510724382
14,0.05855671688914299,84.98954570336997,2.458038958244812,14,0,3,333,0.772233714183895
15,0.06327502429485321,82.55104272167995,2.3855034254072915,15,0,3,333,0.7988361875097421
16,0.06722037494182587,80.21711360084787,2.356859371974092,16,0,3,333,0.8466288227225576
17,0.0717913806438446,78.14139687143543,2.28670642309136,17,0,3,333,0.8985416895500491
18,0.07061991840600967,76.38977112400217,2.2215819585665275,18,0,3,333,0.9384218838800644
19,0.07003366202116013,74.87155289393966,2.1923138174344827,19,0,3,308,0.8845362963872659
20,0.07368285208940506,73.37726135222813,2.1414154833561456,20,0,3,308,0.9272559124580019
21,0.07813478261232376,71.93640894446096,2.1257627299009707,21,0,3,308,0.9450686650912651
22,0.08016705513000488,70.61522695273354,2.09206208561395,22,0,3,308,0.9721053076554105
23,0.08348151296377182,69.3389032662207,2.1143366534241195,23,0,3,278,0.8815129477436581
24,0.08588257431983948,68.21496220935687,2.0830824076086385,24,0,3,278,0.9173426879625438
25,0.08876901865005493,67.00651243101983,2.071983927817131,25,0,3,278,0.9464560832840515
26,0.07689041644334793,65.90751069227808,2.0913162710895485,26,0,3,242,0.831158102261332
27,0.07914100587368011,64.91464751679395,2.097813834576015,27,0,3,242,0.8058011752261381
28,0.08134253323078156,63.88028584816951,2.073481911593223,28,0,3,242,0.8390195727798396
29,0.08183596283197403,62.90845548756171,2.009789685169727,29,1,1,242,0.8742213559766755
30,0.08424180746078491,61.99922463555818,1.9757149947167851,30,1,1,242,0.9066198990366017
