patient_id,condition,task,electrode,file_path,prop_above_pos,prop_below_neg,high_activity,sample_idx,cluster_hierarchical_rawds,silhouette,cluster_hierarchical_rawds_ranked,contact_name,patient,name,hemi,x,y,z,is_wm,is_cortical,dist_to_pial_mm,yeo7_network,yeo17_network
EL030,audio,LM,A_L6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_A_L6_TN.npy,0.0614211886304909,0.0046511627906976,True,10,6,0.029516367,6,AL6,EL030,AL6,L,-34.84687042236328,-11.8006591796875,-21.01760482788086,0.0,1.0,0.0,FreeSurfer_Defined_Medial_Wall,FreeSurfer_Defined_Medial_Wall
EL030,audio,LM,A_L7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_A_L7_TN.npy,0.0790697674418604,0.0062015503875968,True,11,6,0.07083021,6,AL7,EL030,AL7,L,-37.6847038269043,-12.556012153625488,-32.43925857543945,0.0,1.0,0.0,7Networks_5,17Networks_9
EL030,audio,LM,A_L8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_A_L8_TN.npy,0.0902842377260981,0.0100775193798449,True,12,6,0.12350866,6,AL8,EL030,AL8,L,-51.34757614135742,-3.4707577228546143,-22.83558654785156,0.0,1.0,0.0,7Networks_7,17Networks_17
EL030,audio,LM,A_L9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_A_L9_TN.npy,0.0956847545219638,0.015219638242894,True,13,6,0.1737473,6,AL9,EL030,AL9,L,-51.742713928222656,-2.652682065963745,-23.456254959106445,0.0,1.0,0.0,7Networks_7,17Networks_17
EL030,audio,LM,A_R11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_A_R11_TN.npy,0.027829457364341,0.0100516795865633,True,14,6,-0.04146748,6,AR11,EL030,AR11,R,59.54821014404297,0.0018897302215918,-23.86457633972168,0.0,1.0,0.0,7Networks_7,17Networks_17
EL030,audio,LM,A_R12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_A_R12_TN.npy,0.0373385012919896,0.0196899224806201,True,15,6,0.06947288,6,AR12,EL030,AR12,R,61.2715072631836,-0.1389445513486862,-24.314271926879883,0.0,1.0,0.0,7Networks_7,17Networks_17
EL030,audio,LM,A_R13,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_A_R13_TN.npy,0.0716537467700258,0.0639793281653746,True,16,6,0.0755104,6,AR13,EL030,AR13,R,63.43340301513672,-2.240084171295166,-23.614107131958008,0.0,1.0,0.0,7Networks_7,17Networks_16
EL030,audio,LM,A_R14,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_A_R14_TN.npy,0.0776744186046511,0.1736950904392764,True,17,6,-0.04393834,6,AR14,EL030,AR14,R,64.65860748291016,-4.897129058837891,-22.837383270263672,0.0,1.0,0.0,7Networks_7,17Networks_16
EL030,audio,LM,A_R15,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_A_R15_TN.npy,0.079250645994832,0.1756072351421188,True,18,6,-0.050128277,6,AR15,EL030,AR15,R,60.29244995117188,0.8859008550643921,-28.91887855529785,0.0,1.0,0.0,7Networks_7,17Networks_17
EL030,audio,LM,aH_L10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_aH_L10_TN.npy,0.0916279069767441,0.0110594315245478,True,19,6,0.090171285,6,AHL10,EL030,AHL10,L,-58.8060188293457,-15.251161575317385,-26.56548500061035,0.0,1.0,0.0,7Networks_7,17Networks_17
EL030,audio,LM,aH_L11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_aH_L11_TN.npy,0.1367441860465116,0.0253746770025839,True,20,6,0.13506094,6,AHL11,EL030,AHL11,L,-63.34803009033203,-12.519172668457031,-24.0849666595459,0.0,1.0,0.0,7Networks_7,17Networks_17
EL030,audio,LM,aH_L12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_aH_L12_TN.npy,0.1228682170542635,0.0241602067183462,True,21,6,0.14121,6,AHL12,EL030,AHL12,L,-63.7901611328125,-12.230712890625,-23.1871395111084,0.0,1.0,0.0,7Networks_7,17Networks_17
EL030,audio,LM,aH_L1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_aH_L1_TN.npy,0.0211369509043927,0.0033074935400516,True,22,6,-0.1296165,6,AHL1,EL030,AHL1,L,-27.5471305847168,-18.04440689086914,-21.35200881958008,0.0,1.0,0.0,FreeSurfer_Defined_Medial_Wall,FreeSurfer_Defined_Medial_Wall
EL030,audio,LM,aH_L2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_aH_L2_TN.npy,0.0237726098191214,0.0031266149870801,True,23,6,-0.11417877,6,AHL2,EL030,AHL2,L,-32.49876022338867,-17.735599517822266,-20.34906578063965,0.0,1.0,0.0,FreeSurfer_Defined_Medial_Wall,FreeSurfer_Defined_Medial_Wall
EL030,audio,LM,aH_L3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_aH_L3_TN.npy,0.0229198966408268,0.0049354005167958,True,24,6,-0.09336756,6,AHL3,EL030,AHL3,L,-33.45779800415039,-18.443431854248047,-32.72112274169922,0.0,1.0,0.0,7Networks_5,17Networks_9
EL030,audio,LM,aH_L4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_aH_L4_TN.npy,0.0498708010335917,0.0046511627906976,True,25,6,-0.034662034,6,AHL4,EL030,AHL4,L,-40.0982666015625,-18.88762664794922,-25.07559585571289,0.0,1.0,0.0,7Networks_5,17Networks_9
EL030,audio,LM,aH_L5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_aH_L5_TN.npy,0.0441085271317829,0.0063824289405684,True,26,6,0.0023770053,6,AHL5,EL030,AHL5,L,-41.56719207763672,-21.499526977539062,-24.333385467529297,0.0,1.0,0.0,7Networks_5,17Networks_9
EL030,audio,LM,aH_L6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_aH_L6_TN.npy,0.0642894056847545,0.005297157622739,True,27,6,0.016099937,6,AHL6,EL030,AHL6,L,-41.76024627685547,-21.45582389831543,-24.602510452270508,0.0,1.0,0.0,7Networks_5,17Networks_9
EL030,audio,LM,aH_L7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_aH_L7_TN.npy,0.0775710594315245,0.0074677002583979,True,28,6,0.058800813,6,AHL7,EL030,AHL7,L,-54.4617919921875,-18.21951103210449,-28.17398452758789,0.0,1.0,0.0,7Networks_7,17Networks_17
EL030,audio,LM,aH_L8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_aH_L8_TN.npy,0.0634883720930232,0.0089664082687338,True,29,6,0.05220046,6,AHL8,EL030,AHL8,L,-54.10639572143555,-16.088459014892578,-26.46830368041992,0.0,1.0,0.0,7Networks_7,17Networks_17
EL030,audio,LM,aH_L9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_aH_L9_TN.npy,0.0619121447028423,0.0098708010335917,True,30,6,0.07791529,6,AHL9,EL030,AHL9,L,-58.28828811645508,-14.678634643554688,-26.532495498657227,0.0,1.0,0.0,7Networks_7,17Networks_17
EL030,audio,LM,aH_R11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_aH_R11_TN.npy,0.0278036175710594,0.0047803617571059,True,31,8,0.15640298,8,AHR11,EL030,AHR11,R,60.34187698364258,-21.75014305114746,-23.300466537475582,0.0,1.0,0.0,7Networks_7,17Networks_16
EL030,audio,LM,aH_R13,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_aH_R13_TN.npy,0.0324289405684754,0.0073901808785529,True,32,6,-0.002455497,6,AHR13,EL030,AHR13,R,62.59432220458984,-23.976390838623047,-20.985374450683597,0.0,1.0,0.0,7Networks_7,17Networks_13
EL030,audio,LM,aH_R14,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_aH_R14_TN.npy,0.0531266149870801,0.030594315245478,True,33,6,0.13697709,6,AHR14,EL030,AHR14,R,62.45134353637695,-25.65353775024414,-20.02063751220703,0.0,1.0,0.0,7Networks_7,17Networks_13
EL030,audio,LM,aH_R15,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_aH_R15_TN.npy,0.0314987080103359,0.0296382428940568,True,34,6,0.10312477,6,AHR15,EL030,AHR15,R,64.07130432128906,-24.90435218811035,-19.98405647277832,0.0,1.0,0.0,7Networks_7,17Networks_13
EL030,audio,LM,EntG_R12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_EntG_R12_TN.npy,0.0233333333333333,0.0064341085271317,True,35,8,0.091195494,8,ENTGR12,EL030,ENTGR12,R,54.20787811279297,-16.04013442993164,-27.350830078125,0.0,1.0,0.0,7Networks_7,17Networks_17
EL030,audio,LM,EntG_R13,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_EntG_R13_TN.npy,0.0210852713178294,0.0121188630490956,True,36,8,0.073970824,8,ENTGR13,EL030,ENTGR13,R,59.3645133972168,-30.16937255859375,-24.71454429626465,0.0,1.0,0.0,7Networks_7,17Networks_13
EL030,audio,LM,EntG_R14,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_EntG_R14_TN.npy,0.0240051679586563,0.0135142118863049,True,37,6,-0.0034444826,6,ENTGR14,EL030,ENTGR14,R,58.205787658691406,-28.39480972290039,-23.46746826171875,0.0,1.0,0.0,7Networks_7,17Networks_13
EL030,audio,LM,EntG_R15,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_EntG_R15_TN.npy,0.0207235142118863,0.0386821705426356,True,38,6,0.059655376,6,ENTGR15,EL030,ENTGR15,R,57.42598724365234,-27.56758689880371,-22.75320625305176,0.0,1.0,0.0,7Networks_7,17Networks_13
EL030,audio,LM,pH_R10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_pH_R10_TN.npy,0.0268733850129198,0.013953488372093,True,39,6,0.016307602,6,PHR10,EL030,PHR10,R,55.07518768310547,-29.768291473388672,-20.32766342163086,0.0,1.0,0.0,7Networks_6,17Networks_13
EL030,audio,LM,pH_R9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_pH_R9_TN.npy,0.0200258397932816,0.0042118863049095,True,40,6,-0.10731829,6,PHR9,EL030,PHR9,R,54.41376495361328,-34.27384567260742,-19.42322158813477,0.0,1.0,0.0,7Networks_6,17Networks_13
EL030,audio,LM,pHG_R11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_pHG_R11_TN.npy,0.0255555555555555,0.0091989664082687,True,41,6,-0.1168249,6,PHGR11,EL030,PHGR11,R,60.24047088623047,-49.44618988037109,-14.926365852355955,0.0,1.0,0.0,7Networks_6,17Networks_12
EL030,audio,LM,pHG_R12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_pHG_R12_TN.npy,0.0876227390180878,0.0149354005167958,True,42,6,0.004409816,6,PHGR12,EL030,PHGR12,R,58.17194747924805,-50.468292236328125,-12.838595390319824,0.0,1.0,0.0,7Networks_6,17Networks_12
EL030,audio,LM,pHG_R13,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_pHG_R13_TN.npy,0.12656330749354,0.0248062015503875,True,43,6,0.07006392,6,PHGR13,EL030,PHGR13,R,58.25762176513672,-52.14985275268555,-12.63962745666504,0.0,1.0,0.0,7Networks_6,17Networks_12
EL030,audio,LM,pHG_R14,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_pHG_R14_TN.npy,0.1254521963824289,0.0263824289405684,True,44,6,0.075710095,6,PHGR14,EL030,PHGR14,R,58.00897979736328,-54.46185302734375,-10.769987106323242,0.0,1.0,0.0,7Networks_3,17Networks_12
EL030,audio,LM,pHG_R15,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\audio\EL030_audio_WM_ERSP_pHG_R15_TN.npy,0.1112144702842377,0.0194573643410852,True,45,6,0.05517874,6,PHGR15,EL030,PHGR15,R,58.04582977294922,-55.08034133911133,-10.281335830688477,0.0,1.0,0.0,7Networks_3,17Networks_12
EL030,picture,LM,A_L10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\picture\EL030_picture_WM_ERSP_A_L10_TN.npy,0.0593023255813953,0.0016795865633074,True,46,9,0.13010728,9,AL10,EL030,AL10,L,-54.41203689575195,-1.6914424896240234,-35.05707550048828,0.0,1.0,0.0,7Networks_7,17Networks_17
EL030,picture,LM,A_L11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\picture\EL030_picture_WM_ERSP_A_L11_TN.npy,0.0604651162790697,0.0006976744186046,True,47,9,0.14602189,9,AL11,EL030,AL11,L,-56.04169845581055,-1.9374158382415767,-34.19023513793945,0.0,1.0,0.0,7Networks_7,17Networks_17
EL030,picture,LM,A_L12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\picture\EL030_picture_WM_ERSP_A_L12_TN.npy,0.0841085271317829,0.0007751937984496,True,48,9,0.16789225,9,AL12,EL030,AL12,L,-59.7230339050293,-3.168854236602783,-30.53950881958008,0.0,1.0,0.0,7Networks_7,17Networks_17
EL030,picture,LM,A_L13,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\picture\EL030_picture_WM_ERSP_A_L13_TN.npy,0.1647803617571059,0.0010077519379844,True,49,9,0.15283154,9,AL13,EL030,AL13,L,-60.08465576171875,-3.803679943084717,-30.15506362915039,0.0,1.0,0.0,7Networks_7,17Networks_17
EL030,picture,LM,A_L14,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\picture\EL030_picture_WM_ERSP_A_L14_TN.npy,0.1641602067183462,0.0006459948320413,True,50,9,0.14629023,9,AL14,EL030,AL14,L,-60.08465576171875,-3.803679943084717,-30.15506362915039,0.0,1.0,0.0,7Networks_7,17Networks_17
EL030,picture,LM,A_L15,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\picture\EL030_picture_WM_ERSP_A_L15_TN.npy,0.1662273901808785,0.000516795865633,True,51,9,0.1519171,9,AL15,EL030,AL15,L,-60.694427490234375,-3.3637280464172363,-29.1143741607666,0.0,1.0,0.0,7Networks_7,17Networks_17
EL030,picture,LM,A_L2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\picture\EL030_picture_WM_ERSP_A_L2_TN.npy,0.0205426356589147,0.0016279069767441,True,52,9,0.0559454,9,AL2,EL030,AL2,L,-25.317325592041016,-4.529516220092773,-21.213720321655277,0.0,1.0,0.0,FreeSurfer_Defined_Medial_Wall,FreeSurfer_Defined_Medial_Wall
EL030,picture,LM,A_L3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\picture\EL030_picture_WM_ERSP_A_L3_TN.npy,0.0312144702842377,0.0005426356589147,True,53,9,0.0689708,9,AL3,EL030,AL3,L,-26.15047645568848,-3.044088125228882,-21.01518821716309,0.0,1.0,0.0,FreeSurfer_Defined_Medial_Wall,FreeSurfer_Defined_Medial_Wall
EL030,picture,LM,A_L4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\picture\EL030_picture_WM_ERSP_A_L4_TN.npy,0.0251937984496124,0.0007235142118863,True,54,9,0.051127452,9,AL4,EL030,AL4,L,-32.91841506958008,3.3941473960876465,-22.62943649291992,0.0,1.0,0.0,7Networks_5,17Networks_9
