band,importance
1-4Hz,1.0688659455977847
4-8Hz,0.8483016634546405
8-13Hz,0.9881856542150544
13-20Hz,1.3556896719546645
20-30Hz,1.296456073928091
30-50Hz,1.3537735136470892
50-70Hz,1.197614627370917
70-100Hz,1.5519739340997591
100-130Hz,1.5794159669767127
130-170Hz,1.3639027890330855
170-220Hz,1.33911185803933
220-270Hz,1.6379376796467087
270-320Hz,1.4127339812195494
320-360Hz,1.3376987246964798
360-400Hz,1.2399724682160902
