class,support,precision,recall,f1,recall_ci_lo,recall_ci_hi,roc_auc_ovr,perm_p,perm_p_fdr
17Networks_1,26,0.40540540540540543,0.5769230769230769,0.47619047619047616,0.0,0.6666666666666666,0.8510647078243645,0.004975124378109453,0.021144278606965175
17Networks_10,23,0.0,0.0,0.0,0.0,0.0,0.49739595442920254,1.0,1.0
17Networks_11,4,0.0,0.0,0.0,0.0,0.0,0.2028301886792453,1.0,1.0
17Networks_12,58,0.047619047619047616,0.017241379310344827,0.02531645569620253,0.0,0.037505896226415085,0.6387452107279694,0.48258706467661694,0.6836650082918739
17Networks_13,95,0.13846153846153847,0.09473684210526316,0.1125,0.029839771729587357,0.2,0.4879124230042081,0.07462686567164178,0.1585820895522388
17Networks_14,59,0.3055555555555556,0.1864406779661017,0.23157894736842105,0.07839366515837104,0.34893980848153205,0.7059538847306801,0.004975124378109453,0.021144278606965175
17Networks_15,25,0.05084745762711865,0.12,0.07142857142857142,0.0,0.21428571428571427,0.5653376205787781,0.03482587064676617,0.08457711442786069
17Networks_16,43,0.05405405405405406,0.046511627906976744,0.05,0.0,0.09302325581395349,0.5300165205235735,0.12935323383084577,0.21990049751243781
17Networks_17,228,0.38235294117647056,0.2850877192982456,0.32663316582914576,0.1532550745903644,0.45787202865516113,0.6339581831290555,1.0,1.0
17Networks_2,3,0.0,0.0,0.0,0.0,0.0,0.193717277486911,1.0,1.0
17Networks_3,25,0.0,0.0,0.0,0.0,0.0,0.3945551982851019,1.0,1.0
17Networks_4,91,0.22857142857142856,0.17582417582417584,0.19875776397515527,0.07246376811594203,0.2889035087719298,0.6515583609009215,0.004975124378109453,0.021144278606965175
17Networks_5,23,0.020833333333333332,0.13043478260869565,0.03592814371257485,0.0,0.36363636363636365,0.6524064171122994,0.014925373134328358,0.04228855721393035
17Networks_6,26,0.10344827586206896,0.11538461538461539,0.10909090909090909,0.0,0.3001086956521738,0.5886843842852426,0.009950248756218905,0.03383084577114428
17Networks_7,43,0.045454545454545456,0.023255813953488372,0.03076923076923077,0.0,0.07501179245283017,0.537107637565129,0.31840796019900497,0.49208502939846227
17Networks_8,40,0.05,0.05,0.05,0.0,0.125,0.6464869281045751,0.09950248756218906,0.18794914317302377
17Networks_9,146,0.3,0.3287671232876712,0.3137254901960784,0.2356671224197152,0.4295258620689655,0.6660537148255619,0.004975124378109453,0.021144278606965175
