sample_idx,k_4,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20,k_21,k_22,k_23
173,2,0,5,3,1,1,8,5,9,4,3,6,13,14,5,1,13,20,2,4
174,2,0,2,2,7,1,8,5,9,4,3,6,13,14,5,0,13,20,2,4
175,3,0,5,3,1,1,5,5,9,4,7,3,4,1,1,1,16,14,4,3
176,3,4,3,5,2,5,5,9,1,7,7,0,4,4,1,13,16,17,10,3
177,3,4,3,5,2,5,5,9,1,7,7,0,4,4,1,13,16,17,1,21
178,3,4,3,5,2,5,5,9,1,7,7,0,4,4,1,13,16,19,1,3
179,3,4,5,5,2,1,5,9,1,7,7,3,4,4,1,1,16,14,4,3
180,2,0,5,3,1,1,8,5,9,4,3,6,13,1,5,1,13,14,4,4
181,2,0,5,3,1,1,8,5,9,4,3,6,13,1,5,1,13,14,4,4
182,2,0,5,3,1,1,8,5,9,4,3,6,13,1,5,1,13,14,4,4
183,1,3,2,2,7,4,6,4,3,2,9,1,5,11,17,14,15,16,12,1
184,1,3,2,2,7,4,6,0,3,2,1,1,1,11,17,14,15,16,12,12
185,2,0,5,3,1,4,8,4,6,10,11,7,14,9,0,2,5,1,2,20
186,3,4,3,5,2,1,5,9,1,7,7,3,4,4,1,13,16,14,4,3
187,1,3,2,2,7,4,6,4,3,1,1,1,1,11,17,14,18,20,12,12
188,2,0,5,3,1,1,8,5,9,4,3,6,13,14,5,1,13,20,2,4
189,2,3,2,2,7,4,6,4,3,1,1,6,1,14,10,0,18,20,2,4
190,2,0,5,3,1,4,8,4,3,1,3,6,13,14,10,0,18,6,2,2
191,2,3,2,2,7,4,6,4,3,1,1,1,1,14,10,0,18,6,12,2
192,3,0,5,3,1,1,8,5,9,4,7,3,4,1,5,1,16,14,4,3
193,3,4,3,5,2,5,5,9,1,7,7,3,4,4,1,13,16,17,1,3
194,2,0,5,3,1,1,8,5,9,10,3,6,13,14,5,2,13,1,2,4
195,2,3,2,2,7,4,0,4,3,1,1,6,1,14,10,0,17,20,12,4
196,2,0,5,3,1,1,8,5,9,4,3,6,13,1,5,1,13,14,4,4
197,2,0,5,3,1,1,8,5,9,4,3,6,13,1,5,1,13,14,4,4
198,2,3,2,2,7,0,0,0,8,9,13,4,12,2,10,0,17,6,18,12
199,2,0,5,3,1,1,8,5,9,4,3,6,13,1,5,1,13,14,4,4
200,3,0,5,3,1,1,8,5,9,4,7,3,4,1,1,1,16,14,4,3
201,3,0,5,3,1,1,8,5,9,4,7,3,13,1,5,1,16,14,4,3
202,2,0,5,3,1,1,8,5,9,4,3,6,13,9,5,2,13,1,2,4
203,2,3,2,2,7,4,6,4,3,1,1,6,1,14,10,0,18,20,2,4
204,2,0,5,3,1,1,8,5,9,4,3,6,13,14,5,1,13,20,2,4
205,2,3,2,2,7,4,6,4,3,1,1,1,1,11,17,14,18,20,12,12
206,3,4,3,5,2,5,4,7,11,5,6,12,11,6,4,5,11,15,8,11
207,3,4,3,5,2,5,4,7,11,5,6,12,11,6,4,5,11,15,8,11
208,3,4,3,5,2,5,4,7,11,5,6,12,11,6,4,5,11,15,8,11
209,2,0,5,3,1,1,8,5,6,10,3,7,13,9,0,2,13,1,2,2
210,2,0,5,3,1,1,8,5,6,10,3,6,14,9,0,2,13,1,2,2
211,2,3,2,2,7,4,6,4,3,1,1,6,1,14,10,0,18,20,2,4
212,2,0,2,2,7,4,6,4,3,1,1,6,1,14,10,0,13,20,2,4
213,2,0,5,3,1,1,8,5,9,4,3,6,13,1,5,1,13,14,2,4
214,2,0,5,3,1,1,8,5,9,4,3,6,13,1,5,1,13,14,2,4
215,2,0,5,3,1,1,8,5,9,4,3,3,13,1,5,1,13,14,4,3
216,3,4,3,5,2,5,5,9,1,7,8,0,6,4,11,13,4,17,10,21
217,2,0,5,3,1,1,8,5,9,4,3,3,13,1,5,1,13,14,4,4
218,2,0,5,3,1,1,8,5,9,4,3,6,13,1,5,1,13,14,4,4
219,2,0,5,3,1,1,8,5,9,4,3,3,13,1,5,1,13,14,4,4
220,3,4,3,5,2,1,5,9,1,7,7,3,4,1,1,1,16,14,4,3
221,3,4,5,3,1,1,5,5,9,4,7,3,4,1,1,1,16,14,4,3
222,3,4,3,5,2,5,5,9,1,7,7,3,4,4,1,13,16,17,1,3
