channel,0.5-4.0Hz_dB,4.0-8.0Hz_dB,8.0-12.0Hz_dB,12.0-30.0Hz_dB,30.0-70.0Hz_dB,70.0-150.0Hz_dB
A_L1,-95.09794225424777,-104.31939470402686,-107.92749251273338,-114.22127183867406,-124.44766760961743,-133.63957664540956
A_L2,-95.38780848775285,-105.71499500850223,-108.26007520343407,-114.15111119212669,-124.2132045086588,-134.0003798391634
A_L3,-95.89958816392773,-105.77296874777346,-107.26176694407803,-113.64648292445516,-124.64060032637406,-133.8122797349819
A_L4,-97.47151868807323,-106.33462473173253,-106.34472907976924,-114.08838819199887,-125.15875190491911,-133.4867649486144
A_L5,-96.94872737020458,-105.78059363196968,-104.44281133290508,-115.41266147791845,-126.81692540990498,-134.47264182993817
A_L6,-96.66929015312319,-105.10158499046597,-102.49324827840789,-115.24769658704342,-127.09450900609659,-134.5293901374908
A_L7,-97.172204311431,-105.02108613553926,-101.37947901670552,-113.80697871679175,-126.63933863966017,-134.54954532174827
A_L8,-97.26836068072876,-104.70637325422433,-99.82576896477022,-111.1335716120729,-126.81824199183238,-134.79914990418197
A_L9,-96.73737113027256,-103.66180979306372,-97.50640429513072,-107.15857040675304,-125.26746835910077,-134.46910813999912
A_L10,-96.30401637215375,-102.99518607171899,-96.59008656353036,-104.83380532726818,-123.93527611465838,-134.06623378436453
A_L11,-97.65515733137383,-104.69935220436517,-99.83902815948876,-107.13808463593816,-124.50717898408989,-134.1528575345364
A_L12,-99.94508373212746,-105.24923336614343,-99.12469350626529,-108.93515718053324,-126.07376302141873,-134.6198336114249
aH_L1,-92.85918662595842,-101.63534968144353,-101.4736906403906,-107.75540782186297,-120.36105960686845,-132.57244063273828
aH_L2,-91.64355776544085,-102.38255002343828,-101.68541366151345,-106.90831494196026,-117.88916047349944,-131.07066404707368
aH_L3,-96.62181909174478,-105.25203512446245,-103.30119089161124,-109.50432716172003,-120.68695055745172,-132.38018281570095
aH_L4,-97.53690777113734,-106.14771911775621,-104.45516236281014,-111.53856781596647,-123.433622598491,-134.02931305304293
aH_L5,-98.79283580596447,-107.37496826971127,-104.47209508233342,-113.30494233338213,-125.72750499032983,-134.4234335160542
aH_L6,-99.28840473679072,-107.3644240871509,-103.1642992943025,-113.36732531431996,-126.97510114479692,-134.95745651563
aH_L7,-99.4478921640215,-106.84062476973128,-101.46715799418577,-112.32507547024576,-127.07126003423816,-135.14534347838068
aH_L8,-99.31252926630067,-105.78721837996258,-99.43592352813691,-110.37255435824405,-126.17860173277752,-134.95008923740875
aH_L9,-98.94470968762407,-105.37676583672751,-100.11275261196283,-109.37431220696831,-124.52362658451311,-134.03934494542392
aH_L10,-97.8881718357159,-104.13610786841889,-99.36156786938761,-107.36911709246,-122.61664281357939,-133.36121811953427
aH_L11,-97.65264463770288,-104.61380604751594,-100.72489566696444,-107.16038421908107,-122.67083786900771,-133.4566717384786
aH_L12,-100.5441975139167,-106.01969884982911,-100.8866358623955,-109.01636304864294,-125.0093412985696,-134.54572139486947
A_R1,-88.91693036836409,-96.19113976502884,-100.94602473885931,-107.13136939645449,-118.62945740707661,-131.96609743009805
A_R2,-90.65498059063316,-97.92506947741677,-103.28809835009574,-110.58291064860778,-122.49935667447555,-133.30596778160535
A_R3,-92.4848440660368,-100.15854736886045,-104.59748759267981,-111.65744596544846,-122.36290192152379,-133.16678696835032
A_R4,-93.82926847004353,-101.21551126238441,-104.78350093005886,-112.35336587490816,-122.41325180846295,-133.51741146623047
A_R5,-95.06050975337338,-102.21268260879137,-105.55029467895301,-113.53604987234331,-123.3749585318802,-133.92641273486896
A_R9,-95.00957695021631,-99.70266872929821,-103.61891948496685,-112.64974045980227,-126.568996041545,-135.25005050818334
A_R10,-94.42371455086621,-97.94859602575562,-100.00639094306405,-109.24650649610064,-124.67838254163198,-134.89910890155426
A_R11,-94.3100870317643,-96.64024359967675,-96.72072224681799,-106.85045635131853,-124.39656416556622,-134.9821610983794
A_R12,-95.70732721322395,-98.89655095532974,-97.51009465618853,-106.57332083601739,-124.41312144155427,-134.9499108452788
EntG_R1,-97.36571670035019,-106.42695689527606,-109.6216175481585,-114.38213622551581,-123.79036612442219,-132.62681353953062
EntG_R2,-95.3560458753276,-103.96791535379147,-106.77457210781984,-112.07425678629023,-122.13372869704844,-132.64156397355478
EntG_R3,-93.84894390811412,-102.5485266116634,-105.8186327642392,-109.38235750520147,-120.04447075695607,-131.84939395599866
EntG_R4,-94.1955931826164,-101.18008324943523,-104.30438312028684,-107.6722810663343,-120.03786936837555,-131.73905525092817
EntG_R5,-96.04182876450123,-102.83973769743903,-105.44785136489398,-112.2207613941801,-124.80053114944671,-133.9853371846066
EntG_R6,-94.08240272383998,-101.42474436804595,-103.66201027048447,-109.0451744628341,-123.64005055447785,-133.53479840635458
EntG_R7,-94.92654110487331,-99.832627125477,-103.23542258467133,-110.10327965738418,-125.51656776349793,-134.67548946306465
EntG_R8,-94.9910543599328,-98.89118313812126,-102.89249710901949,-112.04341378794625,-125.7135205044907,-134.6169288146528
EntG_R9,-93.68780605975984,-93.6295963201592,-95.60527124443541,-104.07656433655443,-119.57023348111802,-132.36421534121843
EntG_R10,-91.68156549714581,-96.50414028662978,-97.33473589045292,-103.14783109797696,-119.47152277561335,-132.8771155740084
EntG_R11,-91.00846620031726,-95.306187722371,-94.28095930433062,-100.94174809802169,-118.51529193384836,-132.89625785410502
EntG_R12,-97.23438047747881,-96.6133150098427,-98.4656575082335,-108.23155272863045,-124.85730877213496,-135.06363422766998
aH_R1,-91.68655416001972,-100.34192647021035,-103.60125409657576,-108.40687646937589,-117.58253696886754,-128.56321322492278
aH_R2,-88.10091928891279,-97.56376203028279,-100.37401656476219,-105.38873225528533,-115.92995725003657,-128.93265499517923
aH_R3,-86.90036608032001,-95.57634436473754,-96.99272403425029,-103.32201063451407,-115.29301486756363,-128.69907605850935
aH_R4,-96.7600647795258,-101.27798124869727,-103.51897877458526,-109.73241333633804,-121.36538828018607,-132.59079005198072
aH_R5,-97.20456826413779,-103.65288202056462,-104.16945447574923,-113.32263500454756,-125.22684118782539,-134.20307663038648
aH_R6,-97.4570993087898,-102.9369209396313,-103.0478325146106,-112.09484720089877,-125.74318709552244,-134.6453820210486
aH_R9,-95.86243256401812,-97.14283737826301,-96.32356550026236,-107.43772557623453,-123.92300848174696,-134.77799665207007
aH_R10,-94.86663245695244,-99.68837085959058,-97.59692405047461,-105.45471060644681,-121.96359483038842,-134.07109179025036
