method,method_label,space,home,silhouette,null_mean,null_sd,z,n_null
kmeans,k-means,dB,False,0.04812982293135552,0.050276797805694,0.0012416720988581542,-1.7290997166746718,50
kmeans,k-means,unit-norm,True,0.10973621082823752,0.043891198461586026,0.0026843113028117314,24.529573860409158,50
hierarchical,Ward,dB,False,0.0182280099194156,0.02189661532873,0.0022446896223341124,-1.634348630123592,50
hierarchical,Ward,unit-norm,True,0.08607492006078836,0.015622046817398639,0.003861420000040452,18.24532768842852,50
cnmf,convex NMF,dB,False,0.04741733496732654,0.02258527053748785,0.0029555424285445716,8.401863627471927,50
cnmf,convex NMF,unit-norm,True,0.10073484887994989,0.017943647817904217,0.0035369708944473196,23.407374143796137,50
