,1-4Hz,4-8Hz,8-13Hz,13-20Hz,20-30Hz,30-50Hz,50-70Hz,70-100Hz,100-130Hz,130-170Hz,170-220Hz,220-270Hz,270-320Hz,320-360Hz,360-400Hz
audio,0.0032027489109823165,-0.0019451760116678569,0.001426644894645997,-0.004112171304821113,0.001295126313867888,-0.01054466454356504,-0.0030109477403728324,0.004386478586416745,0.001376559181330137,-0.0071970682775611295,-0.007691347883939174,0.0038415056443576365,0.00517781235843274,0.010543642639634105,0.0005552690913362362
picture,0.00027359235135056476,-0.004162738603496742,0.002535359945040024,-0.0014814191021393873,0.002871272587954319,0.008767883669630753,0.0010230962037409757,-0.0033711955928359323,0.004399739955263821,-0.0022879863216017688,0.016690911911721985,-0.004503159569686954,-0.00901309017755354,-0.006315775152062386,0.009711202649854523
reading,-0.0034763412623328694,0.006107914615164592,-0.003962004839686035,0.005593590406960527,-0.0041663989018222,0.0017767808739342717,0.0019878515366318714,-0.0010152829935808191,-0.00577629913659398,0.009485054599162898,-0.008999564027782807,0.0006616539253293213,0.0038352778191207693,-0.0042278674875717345,-0.010266471741190776
