,c0,c1,c2,c3,c4,c5,c6
c0,1.0,-0.10374705073458611,-0.18247414011503862,-0.10763278362405228,-0.09419114430070681,-0.20861487684574967,-0.12316135723832469
c1,-0.1037470507345861,1.0,-0.2303216529190779,-0.08142498778360732,-0.18725749385328486,-0.1443228178198663,-0.25848927923577686
c2,-0.18247414011503862,-0.23032165291907788,1.0,-0.24517530939939272,-0.18488009811552103,-0.14840347161100156,-0.1712344376496828
c3,-0.10763278362405228,-0.08142498778360732,-0.24517530939939272,1.0,-0.16432845438767069,-0.1900475945829306,-0.09588620203011966
c4,-0.09419114430070681,-0.18725749385328483,-0.184880098115521,-0.16432845438767069,0.9999999999999998,-0.1386394513352602,-0.17242523922515954
c5,-0.2086148768457497,-0.14432281781986633,-0.14840347161100156,-0.1900475945829306,-0.1386394513352602,1.0,-0.23370504134134212
c6,-0.1231613572383247,-0.25848927923577686,-0.1712344376496828,-0.09588620203011966,-0.17242523922515957,-0.23370504134134212,0.9999999999999999
