rep,mean,min
0,0.948120711713934,0.8753806235854011
1,0.9484302463635748,0.9162949380041198
2,0.9442047812232723,0.8981196209113298
3,0.9481519515997965,0.893111304882706
4,0.9564831862257441,0.9208932747271268
5,0.9465961733507585,0.9167097995631036
