rep,mean_best_match
0,0.6346479036053572
1,0.6006699360651074
2,0.6334294177588758
3,0.5900380258017833
4,0.652261692160912
5,0.5718791590023482
6,0.679504881669775
7,0.5736257048862737
8,0.6062737283184587
9,0.5823412040275431
