k,mean_jaccard,min_jaccard,max_jaccard,n_runs,subsample_frac,estimator,n_iter
5,0.5596271336078644,0.35942959785461426,0.8923222422599792,50,0.8,kmeans,
6,0.5427654633919398,0.3318095803260803,0.9463361501693726,50,0.8,kmeans,
7,0.5012291882719312,0.30056554079055786,0.9617075324058533,50,0.8,kmeans,
8,0.5060918778181076,0.26122725009918213,0.9634227752685547,50,0.8,kmeans,
9,0.4763059185610877,0.2307819426059723,0.9257327914237976,50,0.8,kmeans,
10,0.5119230389595032,0.21995893120765686,1.0,50,0.8,kmeans,
11,0.4819753820245916,0.23005425930023193,1.0,50,0.8,kmeans,
12,0.4813067267338435,0.22814646363258362,1.0,50,0.8,kmeans,
