band,importance
1-4Hz,0.04463676854245596
4-8Hz,0.04828235519799263
8-13Hz,0.06862490208441294
13-20Hz,0.11333469088562398
20-30Hz,0.09787513987987359
30-50Hz,0.0690572245370377
50-70Hz,0.07383735872210938
70-100Hz,0.10950597847495146
100-130Hz,0.11238251506940762
130-170Hz,0.05498235581800543
170-220Hz,0.05141539742904378
220-270Hz,0.04617330433471123
270-320Hz,0.04768879874614721
320-360Hz,0.0321707287436785
360-400Hz,0.03003248153454858
