time_bin,importance
0,0.0034524040281949586
1,0.0023157191334247937
2,0.0031479127302218115
3,0.0021210737888784225
4,0.004414190048719801
5,0.0035674244023411947
6,0.005116741068957844
7,0.00306262855711025
8,0.004284882875006565
9,0.003922926035875203
10,0.005102854805108635
11,0.008039326182751345
12,0.008969511841827272
13,0.0044017489199202845
14,0.007752204069982798
15,0.009405746307600778
16,0.005350643176946325
17,0.007149975161272646
18,0.005801481188613551
19,0.007385968018995156
20,0.0038286681387627057
21,0.004315153095332709
22,0.003318340376000286
23,0.004046773847528815
24,0.003040092023012544
25,0.0024402255963094062
26,0.004419589219591131
27,0.002530439842502184
28,0.004836583530383182
29,0.004865394429247215
30,0.004360008442264817
31,0.004457382733792029
32,0.0023293594675304397
33,0.003777698805464664
34,0.004506010667856303
35,0.005883719095736333
36,0.003352521479794638
37,0.004635148691693733
38,0.004644698696105366
39,0.003841036858826343
40,0.005605235136969854
41,0.003733482026336783
42,0.00411980136460264
43,0.003399545028623042
44,0.004386920260860099
45,0.0037878844330516406
46,0.004080507743917785
47,0.004768915657339698
48,0.003812203994304897
49,0.0052746786054890474
50,0.004325233047266404
51,0.004122669115695109
52,0.003370168316940314
53,0.0027056658664676675
54,0.003259329141505334
55,0.005698084612536004
56,0.004352059056726455
57,0.0031300411733276206
58,0.003628203566761938
59,0.004627034812657926
60,0.0037899612172061577
61,0.005019572858280919
62,0.005626821489317265
63,0.005834285633690257
64,0.004520953700696771
65,0.0031125748037381367
66,0.0026578096998222194
67,0.003619347752239668
68,0.002801434049149573
69,0.0030420581871706725
70,0.0025755680254792115
71,0.0036282914006162646
72,0.0029378197072456673
73,0.00630319865159935
74,0.0017506449757337486
75,0.0027778174300128705
76,0.0020737687409349025
77,0.0038831533507511047
78,0.0038163061844221687
79,0.006205244548458782
80,0.002789862216555333
81,0.004795907280505386
82,0.004109128742829921
83,0.0026047169666457443
84,0.0037551773176957488
85,0.0036256676148180033
86,0.002777598817092356
87,0.002800171345080902
88,0.0019597155580826325
89,0.0033937693011557033
90,0.003808110092385182
91,0.0030578376949415534
92,0.003866957310129133
93,0.003936681450622616
94,0.00382933766342867
95,0.0036255161585637104
96,0.0037475226092167488
97,0.0038490667231380685
98,0.004200284013660541
99,0.002291192361970681
100,0.003788649161204803
101,0.0018923586705647058
102,0.002664909984697019
103,0.002748804223745711
104,0.0030875450164530817
105,0.0037999703861193042
106,0.0025437749930827132
107,0.0028832049026036037
108,0.002028283461813965
109,0.0036624520432090627
110,0.003571767404078679
111,0.0035441349889016407
112,0.0020434953392719007
113,0.0025234069315605086
114,0.0030220304012516398
115,0.002054520277724117
116,0.0017876024089903996
117,0.002913424564339449
118,0.0026191855365642687
119,0.0021249728123196986
120,0.0020267090730367956
121,0.0024868783293657687
122,0.002489827296028121
123,0.0018980567256825416
124,0.0028372819446012398
125,0.002256387845342197
126,0.0022395394280715552
127,0.0027079395223824337
128,0.003544550101348408
