k,mean_jaccard,min_jaccard,max_jaccard,n_runs,subsample_frac,estimator,n_iter
5,0.5496664106845855,0.39471086859703064,0.727986752986908,50,0.8,kmeans,
6,0.5189667691787084,0.31753942370414734,0.6553028225898743,50,0.8,kmeans,
7,0.5130629922662463,0.3107699453830719,0.6797137260437012,50,0.8,kmeans,
8,0.5066524185240269,0.3319145143032074,0.8879618048667908,50,0.8,kmeans,
9,0.507916165722741,0.3555290699005127,0.8976783752441406,50,0.8,kmeans,
10,0.46363861858844757,0.3093893229961395,0.9249661564826965,50,0.8,kmeans,
11,0.4891092289577831,0.3119893968105316,0.9353684186935425,50,0.8,kmeans,
12,0.47486455490191776,0.3230467140674591,0.867230236530304,50,0.8,kmeans,
