sample_idx,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20,k_21,k_22,k_23,k_24,k_25,k_26,k_27,k_28,k_29,k_30
0,1,3,0,5,1,3,6,3,1,10,1,0,9,10,12,14,1,5,19,23,11,24,22,17,4,6
1,2,5,5,2,4,1,1,5,3,5,11,5,0,11,15,15,19,2,12,1,13,19,16,1,0,0
2,2,5,5,2,4,1,1,5,3,5,11,5,0,11,15,2,19,2,12,1,13,19,16,1,0,0
3,2,5,5,2,4,1,1,5,3,5,11,5,0,11,15,2,19,7,12,4,7,19,16,1,0,0
4,1,3,0,5,1,3,6,3,1,10,1,0,9,10,5,14,1,5,19,23,11,24,22,8,11,6
5,2,5,5,2,4,1,1,1,5,11,8,15,3,14,1,15,2,2,1,1,13,16,7,9,7,23
6,2,5,5,2,4,1,1,5,3,5,11,5,0,11,15,2,19,7,12,4,7,19,16,1,0,0
7,2,5,5,2,4,1,1,1,5,11,11,15,3,14,1,15,19,2,1,1,13,19,16,1,0,0
8,2,5,5,2,4,1,1,5,3,5,11,5,0,11,15,2,19,7,12,4,7,19,16,1,0,0
9,2,5,5,2,4,1,1,5,3,5,11,5,0,11,15,2,19,7,12,4,7,19,16,1,0,0
10,2,5,5,2,4,1,1,5,3,5,11,5,0,11,15,2,19,7,12,4,7,19,16,1,0,0
11,2,1,2,1,8,9,4,11,5,11,8,15,7,9,1,15,2,2,1,1,13,25,6,9,7,9
12,3,0,3,7,5,7,3,2,0,4,13,6,13,4,9,7,6,21,22,18,9,1,17,2,1,24
13,3,0,3,7,6,5,0,7,12,6,9,2,6,15,7,16,14,8,22,20,24,5,10,5,18,27
14,3,0,3,7,6,5,0,7,12,6,9,2,6,7,2,8,6,13,22,2,12,12,20,7,13,8
15,3,0,3,7,6,5,0,7,12,6,9,2,6,15,7,16,14,8,22,20,24,5,10,5,18,27
16,3,0,2,1,6,5,0,7,12,6,9,2,6,15,7,16,14,8,22,20,24,5,10,5,18,27
17,3,0,3,7,6,5,0,7,12,6,9,2,6,15,7,16,14,8,22,20,24,5,10,5,18,27
18,3,0,3,7,6,5,0,7,12,6,9,2,6,15,7,16,14,8,22,20,24,5,10,5,18,27
19,2,5,5,2,4,1,1,5,3,5,11,5,0,11,15,2,19,7,12,4,7,19,16,1,0,0
20,2,5,5,2,4,1,1,5,3,5,11,5,0,11,15,2,19,7,12,4,7,19,16,1,0,0
21,2,5,5,2,4,1,1,5,3,5,11,5,0,11,15,2,19,7,12,1,7,19,16,1,0,0
22,2,5,5,2,4,1,1,5,3,5,11,5,0,11,15,2,19,7,12,1,7,19,16,1,0,0
23,2,5,5,2,4,1,1,5,3,5,11,5,0,11,15,2,19,7,12,4,7,19,16,1,0,0
24,2,5,5,2,4,1,1,5,3,5,11,5,0,11,15,2,19,7,12,4,7,19,16,1,0,0
25,2,5,5,2,4,1,1,5,3,5,11,5,0,11,15,2,19,7,12,4,7,19,16,1,0,0
26,2,5,5,2,4,1,1,5,3,5,11,5,0,11,15,2,19,7,12,4,7,19,16,1,0,0
27,2,5,5,2,4,1,1,5,3,5,11,5,0,11,15,2,19,7,12,4,7,19,16,1,0,0
28,2,5,5,2,4,1,1,5,3,5,11,5,0,11,15,2,19,7,12,4,7,19,16,1,0,0
29,2,5,5,2,4,1,1,5,3,5,11,5,0,11,15,2,19,7,12,4,7,19,16,1,0,0
30,2,5,5,2,4,1,1,5,3,5,11,5,0,11,15,2,19,7,12,4,7,19,16,1,0,0
31,2,5,5,2,4,1,1,5,3,5,11,5,0,11,15,2,19,7,12,4,7,19,16,1,0,0
32,2,5,5,2,4,1,1,5,3,5,11,5,0,11,15,2,19,7,12,1,7,19,16,1,0,0
33,2,5,5,2,4,1,1,5,3,5,11,5,0,11,15,2,19,7,12,4,7,19,16,1,0,0
34,1,3,6,0,3,4,8,9,2,7,7,14,8,8,0,10,4,1,7,11,17,3,0,24,12,15
35,3,0,3,7,6,5,0,7,12,6,9,2,6,15,7,16,14,8,22,20,24,5,10,5,18,27
36,3,0,3,7,6,5,0,7,12,6,9,2,6,15,7,16,14,8,22,20,24,5,10,5,18,27
37,3,0,3,7,6,5,0,7,12,6,9,2,6,15,7,16,14,8,22,20,24,5,10,5,18,27
38,0,0,2,1,6,5,0,7,12,6,9,2,6,15,7,16,14,8,22,20,24,5,10,5,18,27
39,0,0,2,1,6,5,0,7,12,6,9,2,6,15,7,16,14,8,22,20,24,5,10,5,18,27
40,0,4,4,4,0,2,7,0,4,1,0,10,11,0,17,18,7,14,20,10,3,24,0,17,9,16
41,0,4,4,4,0,2,7,3,4,1,0,10,11,0,17,18,7,14,20,10,17,24,0,17,25,15
42,0,4,4,4,1,2,7,3,3,1,0,10,11,0,17,18,7,14,20,10,11,6,0,17,25,22
43,3,1,2,1,8,9,4,11,9,9,5,2,7,15,7,16,14,8,22,20,24,5,10,5,18,27
44,3,0,3,7,6,5,0,2,12,6,2,2,6,15,7,16,14,8,22,20,24,5,10,5,18,27
45,3,0,3,7,6,5,0,7,12,6,9,2,6,15,7,16,14,8,22,20,24,5,10,5,18,27
46,3,0,3,7,6,5,0,7,12,6,9,2,6,15,7,16,14,8,22,20,24,5,10,5,18,27
47,3,0,3,7,6,5,0,7,12,6,9,2,6,15,7,16,14,8,22,20,24,5,10,5,18,27
48,0,1,2,1,8,9,4,11,9,9,5,8,7,15,7,16,14,8,10,20,24,5,10,5,18,27
49,0,1,2,1,8,9,4,11,9,9,5,8,7,15,7,16,14,8,10,20,24,5,10,5,18,27
50,0,1,2,1,8,9,4,11,9,9,5,8,7,15,7,16,14,8,10,20,24,5,10,5,18,27
51,1,4,0,5,1,3,7,3,1,1,0,10,11,10,17,18,1,14,20,23,11,24,22,17,4,6
52,0,4,4,4,0,2,7,3,4,1,0,10,11,0,17,18,7,14,20,10,11,24,0,17,25,6
