k,silhouette,calinski_harabasz,davies_bouldin,n_clusters,n_singletons,min_size,max_size,size_cv
5,0.09747292201497812,149.0184950131839,2.6967030702868096,5,0,243,503,0.2686047963935639
6,0.07649960104670087,131.86784099194722,2.7642437131569983,6,0,223,384,0.1823413137745084
7,0.07596119869196048,118.50308296069512,2.7096270739300343,7,0,180,370,0.23946110265571824
8,0.07819756662013,107.7122088570721,2.7003711184218244,8,0,126,361,0.3253356880188515
9,0.06808294221025758,99.58283379748248,2.760201082381953,9,0,110,303,0.2888031656336944
10,0.07462490156410903,92.87242830999486,2.6980553713405513,10,0,52,344,0.4372166350108778
11,0.07788210408427486,86.7652955488169,2.6870140283839494,11,0,50,332,0.4675405593733549
12,0.06562442225662617,82.24863944933972,2.6969438827476417,12,0,59,277,0.3922999916953842
13,0.0658860366276065,78.17275552364144,2.6719998226766606,13,0,52,219,0.3090748310439304
14,0.07053321701537162,74.85793982212816,2.6770188263590895,14,0,52,237,0.3869349713935529
15,0.06636158065055131,71.17368514552342,2.653998074358746,15,0,54,216,0.36855102928780675
16,0.07220650031458052,68.71549424025964,2.65678203751506,16,0,49,244,0.46873930735841035
17,0.06762355761121293,65.36810169933207,2.7260108433659838,17,0,38,211,0.4313072877954525
18,0.06590241308945569,63.24387168516119,2.621815788030301,18,0,25,190,0.4524639362154911
19,0.06920255631208529,60.853079518471404,2.650457532626999,19,0,25,206,0.49796310245785
20,0.07898993840092773,58.71509119433038,2.5465251982215653,20,0,15,231,0.6138698657896602
21,0.063901416646669,57.08876044036716,2.655755564821072,21,0,24,198,0.4605797870699566
22,0.062235862155026946,54.88060806856821,2.735712581554331,22,0,25,169,0.4194095236277927
23,0.0636951182267783,53.374324309502505,2.704756705798358,23,0,29,186,0.455747026902279
24,0.07070170624701669,52.11301553951922,2.6272777386504,24,0,21,215,0.5831213830602804
25,0.06778283679292797,50.879815160992436,2.5904032573417037,25,0,16,180,0.4715416532378696
26,0.07064717241902775,49.12873031091116,2.6862841326328333,26,0,13,171,0.48414792791074435
27,0.07814669870359503,48.480282300540004,2.582662619092752,27,0,15,169,0.5267450576770101
28,0.06842367391608632,47.305459408949424,2.6330215771035888,28,0,16,135,0.4691045440478414
29,0.07051975098320099,46.17510560435391,2.5596427033200815,29,0,14,140,0.5398125590294459
30,0.0628285845547057,45.02227686432677,2.696466988006085,30,0,25,120,0.40441566688930963
