class,support,precision,recall,f1,recall_ci_lo,recall_ci_hi,roc_auc_ovr,perm_p,perm_p_fdr
17Networks_1,26,0.6,0.34615384615384615,0.43902439024390244,0.0,0.625,0.9659541102674151,0.004975124378109453,0.012082444918265814
17Networks_10,23,0.0,0.0,0.0,0.0,0.0,0.5649848872355265,1.0,1.0
17Networks_11,4,0.0,0.0,0.0,0.0,0.0,0.44470649895178194,1.0,1.0
17Networks_12,58,0.0625,0.05172413793103448,0.05660377358490566,0.0,0.14814814814814814,0.656455938697318,0.5124378109452736,0.7259535655058044
17Networks_13,95,0.06976744186046512,0.031578947368421054,0.043478260869565216,0.0,0.08823529411764706,0.5254741721046533,0.9751243781094527,1.0
17Networks_14,59,0.4,0.4406779661016949,0.41935483870967744,0.22580645161290322,0.6842927631578947,0.8314322882298599,0.004975124378109453,0.012082444918265814
17Networks_15,25,0.21052631578947367,0.32,0.25396825396825395,0.10526315789473684,0.5185555555555555,0.7844801714898179,0.004975124378109453,0.012082444918265814
17Networks_16,43,0.024390243902439025,0.023255813953488372,0.023809523809523808,0.0,0.1,0.6041428389884357,0.7860696517412935,1.0
17Networks_17,228,0.44642857142857145,0.43859649122807015,0.4424778761061947,0.2981187909532868,0.5754427990708477,0.7126712328767124,0.03980099502487562,0.0845771144278607
17Networks_2,3,0.0,0.0,0.0,0.0,0.0,0.7148342059336823,1.0,1.0
17Networks_3,25,0.09090909090909091,0.04,0.05555555555555555,0.0,0.11764705882352941,0.565058949624866,0.26865671641791045,0.41519674355495256
17Networks_4,91,0.49514563106796117,0.5604395604395604,0.5257731958762887,0.4053968525487513,0.7115427927927929,0.8376997857966716,0.004975124378109453,0.012082444918265814
17Networks_5,23,0.125,0.08695652173913043,0.10256410256410256,0.0,0.3,0.7540106951871657,0.04477611940298507,0.0845771144278607
17Networks_6,26,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.0,0.3333333333333333,0.6722928359194454,0.004975124378109453,0.012082444918265814
17Networks_7,43,0.04838709677419355,0.06976744186046512,0.05714285714285714,0.0,0.2059984520123838,0.5465751683822595,0.23383084577114427,0.39751243781094525
17Networks_8,40,0.13636363636363635,0.225,0.16981132075471697,0.0,0.3250480769230769,0.7905501089324619,0.004975124378109453,0.012082444918265814
17Networks_9,146,0.35638297872340424,0.4589041095890411,0.40119760479041916,0.2301190476190476,0.6454229838195948,0.68882009582293,0.004975124378109453,0.012082444918265814
