k,mean_jaccard,min_jaccard,max_jaccard,n_runs,subsample_frac,estimator,n_iter
5,0.5869655132293701,0.4754815995693207,0.710030734539032,50,0.8,kmeans,
6,0.6160746763149897,0.40768924355506897,0.9053350687026978,50,0.8,kmeans,
7,0.5624718453202929,0.4054141938686371,0.7924969792366028,50,0.8,kmeans,
8,0.5860176421701908,0.30202609300613403,0.907741367816925,50,0.8,kmeans,
9,0.5599050455623202,0.3715699017047882,0.8779085874557495,50,0.8,kmeans,
10,0.5858283787965775,0.3939105272293091,0.9159651398658752,50,0.8,kmeans,
11,0.6042239503426985,0.4313472509384155,0.9493662118911743,50,0.8,kmeans,
12,0.6013980706532797,0.3379063606262207,0.9561329483985901,50,0.8,kmeans,
