k,silhouette,calinski_harabasz,davies_bouldin,n_clusters,n_singletons,min_size,max_size,size_cv
5,0.0784311424521417,108.76165953967721,2.9518030107089945,5,0,233,423,0.2116811526844864
6,0.08036147489586096,98.12230542881613,2.816799300012119,6,0,200,386,0.22212717027322434
7,0.08521510743546504,90.38573984133662,2.732392481044895,7,0,152,407,0.3221692310097324
8,0.07981904809816458,84.65788569270254,2.7770725331735795,8,0,150,306,0.219357566974744
9,0.08500551142726799,79.23678113328768,2.656369730501572,9,0,69,287,0.34861416106084137
10,0.08643041037649818,74.90246359008712,2.6439509088332303,10,0,69,279,0.33815340238742486
11,0.08589904457707838,71.07186080712032,2.7551754341029344,11,0,69,254,0.31350339238285163
12,0.08808163902648895,67.19082535095463,2.8203803056162573,12,0,52,214,0.336338493380971
13,0.09071149539994305,64.1044965873724,2.654664843978852,13,0,47,221,0.3944341091184482
14,0.08816559885598377,61.165123481477124,2.7483012852089357,14,0,47,196,0.31403692608290457
15,0.08579388399951324,58.941918833989355,2.7241488365051674,15,0,47,214,0.39900333622246764
16,0.08731097649809683,56.101267184683174,2.7967735918453576,16,0,47,177,0.31984377152639326
17,0.08363407422497056,54.34462340548649,2.7489828354143295,17,0,47,166,0.33258401474135985
18,0.07767055887358724,52.43563580511911,2.7187927625783765,18,0,42,152,0.3780252216651684
19,0.07478553849471832,50.86774595567825,2.8115589738450315,19,0,34,151,0.32653951051985985
20,0.08608937723486572,49.32261005586132,2.5978153715966226,20,0,31,180,0.4566056183734681
21,0.07799739766972832,48.19618984216649,2.6805764547751076,21,0,46,139,0.3275686024734137
22,0.08311129535524826,46.99944317867136,2.6363527632449,22,0,30,173,0.40447120323492836
23,0.07734970476291511,45.90050668708387,2.6517844720748847,23,0,45,138,0.30273033541845457
24,0.08538131221309991,44.425542284345774,2.7041851904846648,24,0,41,134,0.36222609605027556
25,0.0869187184057076,43.70379811400768,2.616058044714568,25,0,21,138,0.3698485858571676
26,0.08777639984068769,42.405742065292536,2.608159244475885,26,0,31,112,0.333841600921027
27,0.08615729037377799,41.7771737838665,2.5744973440182797,27,0,25,151,0.443217449209982
28,0.08230369310886036,40.63553665366699,2.6043815520492495,28,0,19,113,0.3380579052156779
29,0.0915345764160644,40.358650241372,2.558506892415758,29,0,19,124,0.384433485978256
30,0.0854781360053208,39.533700081906375,2.5839826309849605,30,0,18,96,0.29543500896611674
