sample_idx,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20,k_21,k_22,k_23,k_24,k_25,k_26,k_27,k_28,k_29,k_30
61,4,5,6,3,0,8,1,10,12,10,6,15,0,8,13,0,19,9,14,8,14,17,26,17,4,19
62,0,3,1,0,3,3,6,5,7,7,6,15,0,8,13,0,19,9,14,8,14,17,22,17,20,19
63,0,3,1,0,3,3,6,5,7,7,3,3,0,17,13,0,19,9,14,8,14,17,22,17,20,19
64,0,3,1,0,3,3,6,5,7,7,3,3,0,17,13,0,19,9,14,8,14,17,22,17,20,19
65,0,3,1,0,3,3,6,5,7,7,3,3,0,17,13,0,19,9,14,8,14,17,22,17,20,19
66,2,1,0,6,4,0,0,4,1,9,13,4,7,5,6,14,0,14,7,16,10,11,5,12,25,20
67,2,1,4,1,4,9,0,8,1,9,13,4,7,5,6,14,0,14,7,16,10,11,5,12,25,20
68,4,5,6,3,0,8,2,3,10,2,11,4,16,5,6,14,15,5,7,2,4,22,5,12,27,10
69,4,5,6,3,0,8,2,3,10,2,11,4,7,5,6,14,0,14,7,16,4,22,5,12,27,20
70,4,5,6,3,0,8,2,10,12,13,9,11,14,3,8,15,15,5,18,7,4,22,11,12,27,10
71,4,5,6,3,0,8,2,10,12,13,6,15,0,8,13,0,19,9,15,22,19,7,19,24,14,17
72,4,3,1,0,3,5,1,7,11,7,2,5,0,8,13,0,19,9,15,22,19,7,19,24,14,17
73,4,3,1,0,3,5,1,7,11,7,2,5,0,8,13,0,19,9,15,22,19,7,19,24,14,17
74,4,5,6,3,0,5,9,3,10,2,11,7,16,3,8,15,5,5,18,5,20,22,0,1,1,1
75,4,5,6,3,0,8,2,10,12,13,9,11,14,3,8,2,18,6,5,7,20,6,0,1,1,10
76,4,5,6,3,0,8,1,10,12,2,6,15,0,8,13,0,5,2,15,22,19,7,19,24,14,17
77,2,1,4,1,4,9,0,8,1,9,13,4,15,5,6,14,0,14,7,16,15,11,5,12,15,20
78,1,0,5,2,7,7,3,6,5,5,12,12,8,2,4,8,3,12,10,9,9,16,2,25,12,2
79,1,0,5,2,7,7,3,6,5,5,12,12,8,2,4,8,3,12,10,9,9,16,2,25,12,2
80,2,1,4,1,1,9,0,8,7,10,0,8,1,1,9,6,16,16,19,3,21,23,6,6,26,27
81,1,0,5,2,7,7,3,6,5,5,12,12,8,2,4,8,3,12,10,9,9,16,2,25,12,2
82,1,0,5,2,7,7,3,6,5,5,12,12,8,2,4,8,3,12,10,9,9,16,2,25,12,2
83,1,0,5,2,7,7,3,6,5,5,12,12,8,2,4,8,3,12,10,9,9,16,2,25,12,2
84,1,0,5,2,7,7,3,6,5,5,12,12,8,2,4,8,3,12,10,9,9,16,2,25,12,2
85,1,0,5,2,7,7,3,6,5,5,12,12,8,2,4,8,3,12,10,9,9,16,2,25,12,2
86,1,0,5,2,7,7,3,6,5,5,12,12,8,2,4,8,3,12,10,9,9,16,2,25,12,2
87,1,0,5,2,7,7,3,6,5,5,12,12,8,2,4,8,3,12,10,9,9,16,2,25,12,2
88,4,5,6,3,0,5,9,3,10,2,11,7,16,6,11,3,5,5,18,2,4,22,7,21,15,29
89,1,3,1,0,3,3,6,9,7,10,0,1,1,17,10,6,12,20,1,18,21,23,6,16,20,7
90,0,3,1,0,3,3,6,5,3,7,3,3,0,8,13,0,19,9,14,8,14,17,22,17,18,19
91,1,0,5,2,7,7,3,6,5,5,12,12,8,2,4,8,3,12,10,9,9,16,2,25,12,2
92,4,1,4,1,6,5,9,3,10,2,11,7,16,6,11,3,5,5,22,5,1,1,7,21,15,29
93,0,1,4,1,1,9,7,8,7,10,0,8,15,1,10,7,9,20,6,14,21,5,1,9,0,0
94,4,1,4,1,6,5,9,3,10,2,11,7,16,6,11,3,5,5,18,2,1,22,7,12,15,29
95,0,1,4,1,1,2,7,1,7,10,0,9,1,17,10,7,9,20,6,14,21,5,26,9,19,0
96,0,3,1,0,3,3,7,9,6,0,7,9,11,9,15,5,20,4,1,1,0,2,23,20,2,7
97,4,1,4,1,6,5,1,7,11,11,2,5,3,4,13,0,19,2,14,8,1,17,26,17,4,8
98,1,3,1,0,3,3,6,9,6,0,0,1,1,17,15,19,12,4,1,18,21,23,6,16,20,7
99,1,0,5,2,7,7,3,6,5,5,12,12,8,2,4,8,3,12,10,9,9,23,6,6,12,2
100,1,0,5,2,7,7,3,6,5,5,12,1,8,2,4,19,3,12,10,18,18,0,2,16,22,2
101,1,0,5,2,7,7,3,6,5,5,12,1,8,2,4,19,3,12,10,9,18,0,2,16,22,2
