k,silhouette,calinski_harabasz,davies_bouldin,n_clusters,n_singletons,min_size,max_size,size_cv
5,0.10717670619487762,202.74332727551152,2.1314690681882382,5,0,130,795,0.7685434801689991
6,0.08959319442510605,183.16447808559928,2.1730724991225787,6,0,90,564,0.6067511930406579
7,0.08781343698501587,171.15406202719672,2.0190587562629925,7,0,10,517,0.7654918034634446
8,0.09006582945585251,161.92756564547327,1.8448745627135814,8,0,3,507,0.8875872788663068
9,0.07229357212781906,148.0521742049958,2.1143908330556913,9,0,10,398,0.7905531690645141
10,0.07327412068843842,144.08920616712743,1.9841721566371042,10,0,3,418,0.8276304976998973
11,0.06914208829402924,137.26869793994084,1.9712900967380003,11,0,3,377,0.8262869796788538
12,0.07011645287275314,129.97589023390145,2.0827196786865136,12,0,3,429,0.8609401125757301
13,0.07273053377866745,124.28841068046185,2.008663531308285,13,0,3,405,0.8465968850746823
14,0.07597514241933823,118.76805381975943,2.0218752918013174,14,0,3,422,0.9209543672667408
15,0.08181916177272797,114.53063891654132,1.9680022817765424,15,0,3,407,0.8856991018801051
16,0.08230453729629517,109.29317036520212,2.0181063112649067,16,0,3,416,0.9503586034552638
17,0.08475246280431747,105.9910336263979,1.9288290870975937,17,0,3,390,0.9646523644462421
18,0.08284556120634079,102.28637890860503,1.9767421495680055,18,0,3,358,0.9743143360307301
19,0.08371423184871674,98.27486678393701,1.9972040512675253,19,0,3,361,1.0076225861717154
20,0.07148537039756775,95.1153816083553,2.1114858870316415,20,0,3,299,0.8886691470607941
21,0.07782802730798721,93.1381307990227,2.0919278747125625,21,0,3,306,0.892871570507119
22,0.0851394459605217,90.38824705255621,1.98429595840242,22,0,3,256,0.9480735210170647
23,0.07512945681810379,87.15290774145252,2.1079272547584424,23,0,3,230,0.8074728717154867
24,0.08222266286611557,85.63191707703521,2.0426389857237446,24,0,3,260,0.9639082983962346
25,0.08422321826219559,83.65286679909691,2.0249654294737383,25,0,3,239,0.9527112654932418
26,0.08450722694396973,81.50700807060133,1.9501920337037477,26,1,1,274,1.0456744276362036
27,0.084299236536026,79.85772451801236,1.9616617430229144,27,1,1,271,0.9785671694995701
28,0.08822658658027649,78.60014424668258,1.9200052185030767,28,0,3,282,1.10951484641977
29,0.08621148765087128,76.17776628123924,2.090354339109452,29,0,3,182,0.832036827887091
30,0.08165404200553894,75.38222032617686,1.9719844163971312,30,1,1,190,0.8892048792550545
