class,support,precision,recall,f1,recall_ci_lo,recall_ci_hi,roc_auc_ovr,perm_p,perm_p_fdr
17Networks_1,26,0.14925373134328357,0.38461538461538464,0.21505376344086022,0.0,0.625,0.8676130736216573,0.004975124378109453,0.01691542288557214
17Networks_10,23,0.0,0.0,0.0,0.0,0.0,0.3373169030458033,1.0,1.0
17Networks_11,4,0.0,0.0,0.0,0.0,0.0,0.339622641509434,1.0,1.0
17Networks_12,58,0.03389830508474576,0.034482758620689655,0.03418803418803419,0.0,0.15384615384615385,0.3553256704980843,0.8109452736318408,1.0
17Networks_13,95,0.1527777777777778,0.11578947368421053,0.1317365269461078,0.034482758620689655,0.24325972313777192,0.5191681405135086,0.12437810945273632,0.3020611229566454
17Networks_14,59,0.42028985507246375,0.4915254237288136,0.453125,0.3333333333333333,0.7288624511082137,0.8607680850662695,0.004975124378109453,0.01691542288557214
17Networks_15,25,0.06521739130434782,0.12,0.08450704225352113,0.0,0.27280564263322876,0.6059163987138264,0.208955223880597,0.44402985074626866
17Networks_16,43,0.05263157894736842,0.046511627906976744,0.04938271604938271,0.0,0.13462837837837835,0.550946753081713,0.746268656716418,1.0
17Networks_17,228,0.32432432432432434,0.21052631578947367,0.2553191489361702,0.09016208831782603,0.36652725310307605,0.6372386445565971,0.004975124378109453,0.01691542288557214
17Networks_2,3,0.0,0.0,0.0,0.0,0.0,0.15602094240837694,1.0,1.0
17Networks_3,25,0.0,0.0,0.0,0.0,0.0,0.5615005359056806,1.0,1.0
17Networks_4,91,0.27586206896551724,0.3516483516483517,0.30917874396135264,0.16277498428661222,0.5422508214676889,0.7717783946157649,0.004975124378109453,0.01691542288557214
17Networks_5,23,0.0,0.0,0.0,0.0,0.0,0.48044640781213666,1.0,1.0
17Networks_6,26,0.1875,0.11538461538461539,0.14285714285714285,0.0,0.375,0.6275998679432155,0.2935323383084577,0.5544499723604202
17Networks_7,43,0.0,0.0,0.0,0.0,0.0,0.4142076502732241,1.0,1.0
17Networks_8,40,0.16326530612244897,0.2,0.1797752808988764,0.07130952380952381,0.4232142857142856,0.7601307189542483,0.01990049751243781,0.05638474295190713
17Networks_9,146,0.29411764705882354,0.2054794520547945,0.24193548387096775,0.0476078167115903,0.3690496164908917,0.6002176260206492,0.004975124378109453,0.01691542288557214
