band_idx,band_lo,band_hi,band,time_bin,kind,impurity_importance,importance
0,1.0,4.0,1-4Hz,0,ersp,0.00011482641394449994,0.00011482641394449994
0,1.0,4.0,1-4Hz,1,ersp,0.00011408258903638802,0.00011408258903638802
0,1.0,4.0,1-4Hz,2,ersp,9.241507346962971e-05,9.241507346962971e-05
0,1.0,4.0,1-4Hz,3,ersp,8.7058251512079e-05,8.7058251512079e-05
0,1.0,4.0,1-4Hz,4,ersp,0.0001204806654825513,0.0001204806654825513
0,1.0,4.0,1-4Hz,5,ersp,2.0007867034111804e-05,2.0007867034111804e-05
0,1.0,4.0,1-4Hz,6,ersp,4.5470343032364575e-05,4.5470343032364575e-05
0,1.0,4.0,1-4Hz,7,ersp,6.615404923409914e-05,6.615404923409914e-05
0,1.0,4.0,1-4Hz,8,ersp,0.00020786389664156148,0.00020786389664156148
0,1.0,4.0,1-4Hz,9,ersp,0.00011440248803213474,0.00011440248803213474
0,1.0,4.0,1-4Hz,10,ersp,0.0003571540735258512,0.0003571540735258512
0,1.0,4.0,1-4Hz,11,ersp,0.0010148213787543462,0.0010148213787543462
0,1.0,4.0,1-4Hz,12,ersp,0.00036969387420680546,0.00036969387420680546
0,1.0,4.0,1-4Hz,13,ersp,0.00057940551383644,0.00057940551383644
0,1.0,4.0,1-4Hz,14,ersp,0.00023170371176673432,0.00023170371176673432
0,1.0,4.0,1-4Hz,15,ersp,0.0005470379267037395,0.0005470379267037395
0,1.0,4.0,1-4Hz,16,ersp,0.00030041565995109,0.00030041565995109
0,1.0,4.0,1-4Hz,17,ersp,0.00034769626148413603,0.00034769626148413603
0,1.0,4.0,1-4Hz,18,ersp,0.0004396562362389601,0.0004396562362389601
0,1.0,4.0,1-4Hz,19,ersp,0.0005453662694097251,0.0005453662694097251
0,1.0,4.0,1-4Hz,20,ersp,0.00013509745336050814,0.00013509745336050814
0,1.0,4.0,1-4Hz,21,ersp,0.00012053626685003899,0.00012053626685003899
0,1.0,4.0,1-4Hz,22,ersp,0.00013316504707734393,0.00013316504707734393
0,1.0,4.0,1-4Hz,23,ersp,2.1835287466577913e-05,2.1835287466577913e-05
0,1.0,4.0,1-4Hz,24,ersp,0.00010400554525523211,0.00010400554525523211
0,1.0,4.0,1-4Hz,25,ersp,2.5414826170770713e-05,2.5414826170770713e-05
0,1.0,4.0,1-4Hz,26,ersp,6.680409820612762e-05,6.680409820612762e-05
0,1.0,4.0,1-4Hz,27,ersp,1.6571303726348174e-05,1.6571303726348174e-05
0,1.0,4.0,1-4Hz,28,ersp,0.0001528446331775035,0.0001528446331775035
0,1.0,4.0,1-4Hz,29,ersp,0.0001656213969743613,0.0001656213969743613
0,1.0,4.0,1-4Hz,30,ersp,2.1004823521939275e-05,2.1004823521939275e-05
0,1.0,4.0,1-4Hz,31,ersp,9.903380053800806e-05,9.903380053800806e-05
0,1.0,4.0,1-4Hz,32,ersp,4.0285344291759996e-05,4.0285344291759996e-05
0,1.0,4.0,1-4Hz,33,ersp,0.0001287033755547731,0.0001287033755547731
0,1.0,4.0,1-4Hz,34,ersp,7.299585282192063e-05,7.299585282192063e-05
0,1.0,4.0,1-4Hz,35,ersp,6.648458746333745e-05,6.648458746333745e-05
0,1.0,4.0,1-4Hz,36,ersp,9.427758021384292e-05,9.427758021384292e-05
0,1.0,4.0,1-4Hz,37,ersp,9.43318193393566e-05,9.43318193393566e-05
0,1.0,4.0,1-4Hz,38,ersp,0.00013018216275325058,0.00013018216275325058
0,1.0,4.0,1-4Hz,39,ersp,5.6904053580862474e-05,5.6904053580862474e-05
0,1.0,4.0,1-4Hz,40,ersp,7.746906122493486e-05,7.746906122493486e-05
0,1.0,4.0,1-4Hz,41,ersp,9.17428864857948e-05,9.17428864857948e-05
0,1.0,4.0,1-4Hz,42,ersp,3.1821759418589725e-05,3.1821759418589725e-05
0,1.0,4.0,1-4Hz,43,ersp,4.9432838820447825e-05,4.9432838820447825e-05
0,1.0,4.0,1-4Hz,44,ersp,0.00011375585371246499,0.00011375585371246499
0,1.0,4.0,1-4Hz,45,ersp,8.161473452940835e-05,8.161473452940835e-05
0,1.0,4.0,1-4Hz,46,ersp,5.721804884120688e-05,5.721804884120688e-05
0,1.0,4.0,1-4Hz,47,ersp,4.1189745550298366e-05,4.1189745550298366e-05
0,1.0,4.0,1-4Hz,48,ersp,2.4230829028296445e-05,2.4230829028296445e-05
0,1.0,4.0,1-4Hz,49,ersp,6.863353126860355e-05,6.863353126860355e-05
0,1.0,4.0,1-4Hz,50,ersp,0.00010427134410461964,0.00010427134410461964
0,1.0,4.0,1-4Hz,51,ersp,0.00014849752231818841,0.00014849752231818841
0,1.0,4.0,1-4Hz,52,ersp,2.3482646311312272e-05,2.3482646311312272e-05
0,1.0,4.0,1-4Hz,53,ersp,2.4830992817128132e-05,2.4830992817128132e-05
0,1.0,4.0,1-4Hz,54,ersp,2.055088760931867e-05,2.055088760931867e-05
0,1.0,4.0,1-4Hz,55,ersp,5.972852460109222e-05,5.972852460109222e-05
0,1.0,4.0,1-4Hz,56,ersp,0.00011395335063959262,0.00011395335063959262
