sample_idx,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20,k_21,k_22,k_23,k_24,k_25,k_26,k_27,k_28,k_29,k_30
0,3,4,0,1,7,2,8,4,2,11,1,10,2,15,16,2,3,2,6,5,4,4,10,1,7,6
1,0,0,2,2,6,8,10,11,1,10,11,0,5,17,0,10,6,21,3,8,11,12,24,23,14,24
2,0,0,2,2,6,8,10,11,1,10,11,0,5,17,0,10,6,21,3,8,11,12,24,23,14,24
3,0,0,2,6,0,1,10,3,10,10,11,0,5,17,4,10,6,21,3,8,11,12,24,23,14,24
4,3,4,0,1,7,2,8,4,2,11,1,10,2,15,16,2,3,11,6,5,4,4,10,1,7,6
5,2,2,1,2,6,8,7,4,2,8,14,6,9,15,16,2,3,2,6,5,4,15,2,22,7,7
6,0,0,2,2,6,8,7,11,1,10,11,0,5,17,0,10,6,21,6,5,11,12,24,23,14,24
7,0,0,2,2,6,8,7,11,1,10,11,0,5,17,0,10,6,21,6,5,11,12,24,23,14,24
8,0,0,2,2,6,8,10,11,1,10,11,0,5,17,0,10,6,21,6,5,11,12,24,23,14,24
9,0,0,2,2,6,8,10,11,1,10,11,0,5,17,0,10,6,21,3,5,11,12,24,23,14,24
10,0,0,2,2,6,8,7,11,1,10,11,0,5,17,0,10,6,21,3,5,11,12,24,23,14,24
11,0,0,2,2,6,8,10,11,1,10,11,0,5,17,0,10,6,21,3,5,11,12,24,23,14,24
12,3,1,0,1,7,2,8,4,9,11,6,10,4,15,2,2,3,2,8,11,4,4,10,1,4,7
13,3,4,0,1,8,2,8,0,11,11,1,10,11,0,18,9,12,16,18,12,12,16,22,7,11,17
14,3,4,0,1,8,2,8,0,11,11,1,10,11,0,18,9,12,16,18,23,12,16,22,7,11,17
15,3,4,0,1,8,2,8,0,11,11,1,10,11,0,18,9,12,16,18,23,12,16,22,7,11,17
16,3,4,0,1,8,2,8,0,11,11,1,10,11,0,18,9,12,16,18,23,12,11,22,7,11,17
17,3,4,0,1,8,2,8,11,1,10,11,0,11,17,0,13,6,16,18,23,12,11,24,23,11,24
18,3,4,0,1,8,2,8,11,1,10,11,0,11,17,0,13,6,16,18,23,12,11,24,23,11,24
19,0,0,1,2,7,8,7,11,2,10,11,0,9,17,16,2,6,21,6,5,11,4,24,23,7,7
20,0,0,2,2,6,8,10,11,1,10,11,0,5,17,0,10,6,21,3,8,11,12,24,23,14,24
21,0,0,2,2,6,8,10,11,1,10,11,0,5,17,0,10,6,21,3,8,11,12,24,23,14,24
22,0,0,2,2,6,8,10,11,1,10,11,0,5,17,0,10,6,21,3,8,11,12,24,23,14,24
23,0,0,2,2,6,8,10,11,1,10,11,0,5,17,0,10,6,21,3,8,11,12,24,23,14,24
24,0,0,2,6,0,1,10,11,1,10,11,0,5,17,0,10,6,21,3,8,11,12,24,23,14,24
25,0,0,2,2,0,8,10,11,1,10,11,0,5,17,0,10,6,21,3,8,11,12,24,23,14,24
26,0,0,2,2,6,8,7,11,1,10,11,0,5,17,0,10,6,21,6,5,11,12,24,23,14,24
27,0,0,2,2,6,8,10,11,1,10,11,0,5,17,0,10,6,21,6,5,11,12,24,23,14,24
28,0,0,2,2,6,8,7,11,1,10,11,0,5,17,0,10,6,21,6,5,11,12,24,23,14,24
29,0,0,2,2,6,8,10,11,1,10,11,0,5,17,0,10,6,21,6,5,11,12,24,23,14,24
30,0,0,2,2,6,8,10,11,1,10,11,0,5,17,0,10,6,21,6,5,11,12,24,23,14,24
31,0,0,2,2,6,8,10,11,1,10,11,0,5,17,0,10,6,21,3,5,11,12,24,23,14,24
32,0,0,2,2,6,8,10,11,1,10,11,0,5,17,0,10,6,21,3,5,11,12,24,23,14,24
33,0,0,2,2,6,8,10,11,1,10,11,0,5,17,0,10,6,21,3,8,11,12,24,23,14,24
34,2,1,3,5,7,5,6,1,12,2,6,2,4,9,2,19,3,2,11,10,4,4,0,19,1,7
35,3,4,0,1,8,2,8,0,11,11,1,10,11,15,18,13,12,16,18,23,12,11,6,1,11,24
36,3,4,0,1,8,2,8,0,11,11,11,10,11,17,18,13,12,16,18,23,12,11,6,23,11,24
37,4,4,0,1,8,2,8,0,11,11,11,11,11,17,18,13,12,16,18,23,12,11,6,23,11,24
38,4,5,5,4,5,4,2,6,4,4,11,11,11,17,9,13,20,16,18,23,12,11,6,23,11,24
39,4,5,5,4,5,4,2,6,4,4,11,11,11,17,9,13,20,16,18,23,12,11,6,23,11,24
40,2,1,3,5,7,5,6,4,12,2,6,15,4,15,16,2,3,2,8,10,4,4,0,19,1,7
41,3,1,3,1,7,2,8,4,9,11,1,15,2,15,16,2,3,2,8,11,4,4,10,1,1,7
42,3,4,0,1,8,2,8,0,11,11,1,10,2,15,16,2,3,11,6,5,1,16,10,1,28,6
43,3,4,0,1,8,2,8,0,11,11,1,10,2,15,18,12,3,11,8,18,1,16,10,1,1,15
44,3,4,0,1,8,2,8,0,11,11,1,10,11,0,18,12,12,16,18,23,12,16,10,1,11,15
45,3,4,0,1,8,2,8,0,11,11,1,10,11,0,18,9,12,16,18,23,12,11,22,7,11,17
46,3,4,0,1,8,2,8,0,11,11,1,10,11,0,18,9,12,16,18,23,12,11,22,7,11,17
47,3,4,0,1,8,2,8,0,11,11,1,10,11,0,18,13,12,16,18,23,12,11,22,7,11,24
48,3,4,2,1,8,2,8,11,1,10,11,0,11,17,0,13,6,16,18,23,12,11,24,23,11,24
49,3,4,2,2,6,8,8,11,1,10,11,0,11,17,0,13,6,16,18,23,12,11,24,23,11,24
50,3,4,2,2,6,8,8,11,1,10,11,0,11,17,0,13,6,16,18,23,12,11,24,23,11,24
51,3,4,0,1,7,2,8,4,2,11,1,10,2,15,16,2,3,11,6,5,1,4,10,1,28,6
52,3,1,3,5,7,5,6,4,2,0,9,2,2,15,16,2,3,19,6,5,6,4,10,1,7,6
53,3,4,0,1,7,2,8,4,9,11,1,10,2,15,16,2,3,11,6,5,4,4,10,1,1,6
54,3,4,0,1,7,2,8,4,9,11,1,10,2,1,16,2,3,2,6,5,4,4,10,1,7,6
