sample_idx,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20,k_21,k_22,k_23,k_24,k_25,k_26,k_27,k_28,k_29,k_30
0,3,4,6,4,2,1,3,2,0,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
1,3,4,6,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
2,3,4,6,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
3,3,4,6,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
4,3,4,6,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
5,0,5,6,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
6,3,4,6,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
7,3,4,6,7,6,1,3,10,0,6,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
8,3,4,6,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
9,0,5,6,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
10,0,5,5,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
11,3,4,6,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
12,0,5,5,6,1,1,3,0,3,0,10,14,1,16,9,17,12,17,13,2,1,7,5,8,24,6
13,3,4,6,7,6,1,3,2,0,6,2,2,7,3,18,14,6,11,2,12,1,13,1,4,19,25
14,3,4,6,7,6,1,3,2,0,6,2,2,7,3,18,11,6,11,14,2,1,13,3,4,19,25
15,3,4,6,7,6,1,3,2,0,6,2,2,7,3,18,17,6,11,13,2,1,13,3,4,19,25
16,3,4,6,7,6,1,3,2,0,6,2,15,7,16,9,17,12,11,13,2,1,7,3,8,24,6
17,3,4,6,4,6,8,0,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
18,3,4,6,0,6,2,0,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
19,3,4,6,4,7,4,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
20,3,4,6,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
21,3,4,6,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
22,3,4,6,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
23,3,4,6,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
24,3,4,6,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
25,3,4,6,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
26,3,4,6,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
27,3,4,6,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
28,3,4,6,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
29,3,4,6,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
30,3,4,6,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
31,3,4,6,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
32,3,4,6,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
33,3,4,6,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
34,1,2,4,2,4,3,9,9,10,7,12,5,6,16,17,17,12,12,13,2,1,7,3,8,24,6
35,3,4,6,7,6,9,0,6,1,12,5,15,9,16,9,17,12,17,13,2,1,7,3,8,24,6
36,3,0,6,0,6,1,3,6,1,12,5,15,9,16,9,17,12,17,13,2,1,7,3,8,24,6
37,3,4,6,7,6,1,3,2,0,12,5,15,7,16,4,17,12,17,13,2,1,7,3,8,24,6
38,2,0,6,0,6,1,0,6,1,12,5,15,9,16,4,17,12,3,13,2,1,7,3,8,24,6
39,2,0,1,0,6,1,0,6,1,12,5,15,9,16,4,17,12,3,13,2,1,7,3,8,24,6
40,0,5,5,6,1,1,6,0,3,0,10,14,1,16,12,17,12,19,13,2,1,7,3,8,24,6
41,3,4,6,7,6,1,3,2,0,6,2,2,1,16,12,17,12,19,13,2,1,7,3,8,24,6
42,3,4,6,7,6,1,3,2,0,6,2,2,7,16,18,17,12,11,13,2,1,7,3,8,24,6
43,3,4,6,3,0,9,7,7,11,6,2,8,7,8,18,17,12,11,13,2,1,7,3,8,24,6
44,3,4,6,7,6,1,3,2,0,6,2,2,7,3,18,17,12,11,13,2,1,7,3,4,24,6
45,3,4,6,7,6,1,3,2,0,6,2,2,7,3,18,17,6,11,13,2,1,13,3,4,19,25
46,3,4,6,7,6,1,3,2,0,6,2,2,7,3,18,18,19,13,2,2,1,13,17,4,24,25
47,3,4,6,4,2,1,3,2,0,6,5,15,7,16,9,17,12,13,13,2,1,7,3,8,24,6
48,3,4,6,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
49,3,4,6,4,6,1,3,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
50,3,4,6,4,2,1,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
51,3,4,6,7,6,1,3,2,0,6,13,2,3,16,9,17,12,19,13,2,1,7,3,8,24,6
52,3,4,6,7,6,1,3,10,12,6,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
53,3,4,6,7,6,1,3,2,0,6,9,2,7,16,8,17,12,19,13,2,1,7,3,8,24,6
54,3,4,6,7,6,1,3,2,0,6,9,2,3,16,8,17,12,19,13,2,1,7,3,8,24,6
55,3,4,6,7,6,1,3,2,0,6,9,2,3,16,8,17,12,19,13,2,1,7,3,8,24,6
56,4,4,6,7,6,1,3,2,0,6,9,2,7,17,8,8,3,19,15,15,4,20,5,19,10,12
57,0,5,5,6,1,1,3,0,7,4,9,2,3,17,8,8,3,19,15,14,4,20,5,20,10,24
58,3,3,3,3,0,7,3,1,0,4,14,4,3,17,11,17,12,19,13,2,1,7,3,8,24,6
59,1,3,4,2,4,3,8,9,7,4,14,4,3,8,8,13,3,4,9,15,19,17,21,20,7,29
60,4,1,2,1,5,6,2,3,2,8,6,1,5,17,2,1,13,15,9,11,9,17,8,8,8,3
61,4,1,2,1,5,6,2,3,2,8,6,1,1,17,9,17,12,17,13,2,1,7,3,8,24,3
62,4,5,5,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
63,4,5,5,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
64,4,5,5,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
65,0,5,5,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
66,1,3,4,2,4,3,8,9,7,4,14,4,3,13,8,8,3,19,15,15,19,20,21,20,7,29
67,1,3,4,2,4,3,8,9,7,4,14,4,3,13,8,13,3,4,9,15,19,17,21,20,28,29
68,1,5,4,2,4,3,8,9,7,4,14,4,3,8,8,19,13,19,9,15,19,17,21,20,7,29
69,2,4,4,7,6,1,3,2,0,6,2,6,7,16,12,17,12,19,13,2,1,7,3,8,10,6
70,3,4,6,7,3,9,8,7,0,2,8,11,7,8,6,14,19,2,18,2,1,13,3,4,2,6
71,3,4,6,4,2,1,3,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
72,3,4,6,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
73,3,4,6,4,2,8,10,10,12,13,13,15,1,16,9,17,12,17,13,2,1,7,3,8,24,6
74,3,4,3,3,0,9,7,7,11,3,1,8,10,14,6,14,19,11,5,16,14,13,15,4,19,1
75,3,4,6,7,6,1,3,2,0,6,13,2,7,16,18,17,6,13,2,2,17,7,3,17,24,27
76,3,4,6,7,6,1,3,2,0,6,13,15,7,16,9,17,6,17,13,2,1,7,3,8,24,6
77,3,4,6,7,6,1,3,2,0,6,9,2,13,3,18,4,14,19,12,18,13,16,14,12,5,14
78,3,4,6,4,2,8,10,10,12,13,13,10,13,15,7,4,14,20,6,18,13,16,14,12,5,26
79,3,4,6,4,2,8,10,10,12,13,13,10,13,15,7,4,14,17,6,18,13,16,14,12,5,26
80,3,4,6,4,2,1,10,8,0,13,13,10,13,15,7,4,14,20,12,18,13,16,14,12,5,14
81,3,4,6,4,2,8,10,8,0,6,13,10,13,15,7,4,14,20,12,18,13,16,14,12,5,14
82,3,4,6,4,2,8,10,8,12,13,13,10,13,15,7,4,14,20,12,18,13,16,14,12,5,14
83,3,4,6,4,2,8,10,8,12,13,13,10,13,15,7,4,14,20,6,18,13,16,14,12,5,14
84,3,4,6,4,2,8,10,8,12,13,13,10,13,15,7,4,14,20,12,18,13,16,14,12,5,14
85,3,4,6,4,2,8,10,8,12,13,13,10,13,15,7,4,14,20,12,18,13,16,14,12,5,14
86,3,4,6,4,2,8,10,8,12,13,13,10,13,15,7,4,14,20,12,18,13,16,14,12,5,26
87,3,4,6,4,2,8,10,10,12,13,13,10,13,15,7,4,14,20,6,18,13,16,14,12,5,14
88,3,4,6,7,6,9,7,2,0,6,2,2,7,3,18,11,6,11,14,12,14,13,1,4,19,25
89,3,4,6,7,6,8,10,2,0,6,2,2,13,3,18,4,14,11,2,18,13,16,14,4,19,25
90,3,4,6,7,6,9,7,7,0,13,2,8,7,3,18,14,19,11,14,18,14,13,1,4,19,25
91,3,4,6,4,2,8,10,10,12,13,13,10,13,15,7,4,14,20,12,18,13,16,14,12,5,14
92,3,4,6,4,2,8,10,10,12,13,13,15,1,3,9,7,12,9,13,18,13,13,14,2,19,25
93,0,5,5,3,0,8,10,5,5,4,14,4,1,8,11,19,12,9,13,2,6,7,25,0,19,16
94,1,3,3,3,0,7,8,5,7,2,8,1,11,8,14,13,13,4,9,16,19,17,21,20,7,29
95,3,4,6,4,2,8,10,8,0,2,9,2,13,15,7,4,14,13,2,18,13,16,14,12,5,16
96,3,4,6,4,2,8,10,2,0,13,13,10,13,15,7,4,14,20,2,18,13,16,14,12,19,25
