k,mean_jaccard,min_jaccard,max_jaccard,n_runs,subsample_frac,estimator,n_iter
5,0.5191150188446045,0.4641175866127014,0.5559631586074829,50,0.8,kmeans,
6,0.5019121567408243,0.3589540719985962,0.6597976684570312,50,0.8,kmeans,
7,0.4934591565813337,0.35154175758361816,0.6929680109024048,50,0.8,kmeans,
8,0.4975603185594082,0.29720938205718994,0.753018319606781,50,0.8,kmeans,
9,0.4660089347097609,0.29547882080078125,0.7186337113380432,50,0.8,kmeans,
10,0.47936963737010957,0.29417258501052856,0.7272525429725647,50,0.8,kmeans,
11,0.49872428991577844,0.2890458106994629,0.8158971071243286,50,0.8,kmeans,
12,0.46802350878715515,0.22931599617004395,0.7635250091552734,50,0.8,kmeans,
