cluster_id,n_total,n_with_coords,n_missing,distance_mm,centroid_x,centroid_y,centroid_z,spread_x,spread_y,spread_z,metric,mirror_to,zone
0,1022,968,54,50.56598936417802,-43.11766518209099,-13.36617023246132,-2.8942755652545404,14.959998028434363,26.064507327269084,26.177419061723924,mean_pairwise,left,articulation
1,887,839,48,48.28253007585939,-43.26717135533957,-15.593604181398787,-6.608768766277489,13.693592348862412,26.827981533899738,23.81303769638937,mean_pairwise,left,perception
2,1191,1103,88,52.41390715898207,-40.85676333675683,-10.82073618688252,-3.3936808210031777,14.848239170918704,28.181321934284902,26.538531356812978,mean_pairwise,left,pre_articulation
3,1304,1245,59,51.88496255992697,-40.968234799951915,-11.109166867550496,-3.662061289632057,14.58636424943748,28.661855575514604,25.52689094408935,mean_pairwise,left,reading
