cluster_id,n_total,n_with_coords,n_missing,distance_mm,centroid_x,centroid_y,centroid_z,spread_x,spread_y,spread_z,metric,mirror_to
0,202,112,90,47.741311181185,-45.51079001384122,-17.313551572051697,-6.873904453457466,15.438428592055608,20.40927123590755,29.066841956304117,mean_pairwise,left
1,664,326,338,58.69330625185321,-37.62755943295414,-5.298220792819569,2.6294881075483523,13.864731954674207,35.35009485942057,25.803820176668427,mean_pairwise,left
2,50,20,30,15.196609964901448,-48.477754783630374,-30.180095386505126,5.563497471809387,8.747590836220676,5.121366181409534,5.1730781392706415,mean_pairwise,left
3,350,91,259,51.43581871695005,-43.181987500452735,-18.09271987945169,-1.6199137090326665,13.72629429722548,25.510000067366587,28.875816945415913,mean_pairwise,left
