band_idx,band_lo,band_hi,band,time_bin,kind,coef[audio],coef[picture],coef[reading],importance
0,1.0,4.0,1-4Hz,0,ersp,-0.07332509403927047,0.06883457565487792,0.004490518384392397,0.04888339602618027
0,1.0,4.0,1-4Hz,1,ersp,-0.08527585639481366,0.07237751839902079,0.012898337995792805,0.056850570929875756
0,1.0,4.0,1-4Hz,2,ersp,-0.06285417902887062,0.04701719568857627,0.01583698334029451,0.041902786019247136
0,1.0,4.0,1-4Hz,3,ersp,-0.07430257047213129,0.038202661148978294,0.03609990932315304,0.04953504698142088
0,1.0,4.0,1-4Hz,4,ersp,-0.09348277777246257,0.06585100629566228,0.027631771476800494,0.06232185184830844
0,1.0,4.0,1-4Hz,5,ersp,-0.12186505870340301,0.11138971721441801,0.01047534148898506,0.08124337246893536
0,1.0,4.0,1-4Hz,6,ersp,-0.12479309365107509,0.07548822052575875,0.04930487312531608,0.08319539576738331
0,1.0,4.0,1-4Hz,7,ersp,-0.08557899081571683,0.01800006088905268,0.06757892992666385,0.05705266054381112
0,1.0,4.0,1-4Hz,8,ersp,-0.031528283915609245,0.01151466885715748,0.02001361505845149,0.021018855943739406
0,1.0,4.0,1-4Hz,9,ersp,-0.036331014235004774,0.029828463128131553,0.006502551106872906,0.024220676156669743
0,1.0,4.0,1-4Hz,10,ersp,-0.012497219634436826,0.03160185629884158,-0.019104636664405008,0.021067904199227803
0,1.0,4.0,1-4Hz,11,ersp,0.03349887637477188,-0.022106450303071568,-0.011392426071700592,0.02233258424984801
0,1.0,4.0,1-4Hz,12,ersp,0.0574785483350744,-0.06969981322130837,0.01222126488623365,0.046466542147538814
0,1.0,4.0,1-4Hz,13,ersp,0.03534000208640995,-0.04732156417943353,0.011981562093023122,0.031547709452955534
0,1.0,4.0,1-4Hz,14,ersp,0.052086827104372076,-0.02334207924578728,-0.028744747858584826,0.03472455140291473
0,1.0,4.0,1-4Hz,15,ersp,0.09002974341118923,-0.008950452825686352,-0.08107929058550309,0.060019828940792885
0,1.0,4.0,1-4Hz,16,ersp,0.09984573767518895,-0.017873945519266615,-0.08197179215592262,0.06656382511679272
0,1.0,4.0,1-4Hz,17,ersp,0.09409479342769432,-0.03543605013220331,-0.058658743295490846,0.06272986228512949
0,1.0,4.0,1-4Hz,18,ersp,0.10832842067378787,-0.04636722696127904,-0.06196119371250877,0.07221894711585856
0,1.0,4.0,1-4Hz,19,ersp,0.10648148034562396,-0.04544256862384024,-0.06103891172178411,0.07098765356374943
0,1.0,4.0,1-4Hz,20,ersp,0.04735231336561329,-0.04151831601487771,-0.005833997350735661,0.03156820891040889
0,1.0,4.0,1-4Hz,21,ersp,0.02277027716324861,-0.034629257284100275,0.011858980120851643,0.02308617152273351
0,1.0,4.0,1-4Hz,22,ersp,0.015893696802791957,-0.07875952037882118,0.06286582357602917,0.0525063469192141
0,1.0,4.0,1-4Hz,23,ersp,-0.0014429636646791026,-0.11358759950727328,0.11503056317195239,0.07668704211463492
0,1.0,4.0,1-4Hz,24,ersp,0.03610063540171682,-0.1504138939695443,0.11431325856782702,0.10027592931302938
0,1.0,4.0,1-4Hz,25,ersp,0.047420698461561966,-0.1180279172978483,0.07060721883628653,0.07868527819856559
0,1.0,4.0,1-4Hz,26,ersp,0.0022843901015458974,-0.045188229306299774,0.04290383920475348,0.030125486204199716
0,1.0,4.0,1-4Hz,27,ersp,-0.015197234612839226,-0.04391911119671413,0.059116345809553474,0.03941089720636894
0,1.0,4.0,1-4Hz,28,ersp,-0.03546028264186364,-0.04767039086432218,0.08313067350618583,0.055420449004123885
0,1.0,4.0,1-4Hz,29,ersp,-0.022735889587165953,-0.051536899909100604,0.07427278949626655,0.04951519299751104
0,1.0,4.0,1-4Hz,30,ersp,-0.06597707143430626,-0.03605936477015526,0.10203643620446112,0.06802429080297422
0,1.0,4.0,1-4Hz,31,ersp,-0.07290644370555777,-0.049986425225813036,0.122892868931371,0.0819285792875806
0,1.0,4.0,1-4Hz,32,ersp,-0.0341965885796692,-0.08120090141277081,0.11539748999243991,0.07693165999495997
0,1.0,4.0,1-4Hz,33,ersp,0.0010518653346642908,-0.09053333389681228,0.08948146856214816,0.06035555593120825
0,1.0,4.0,1-4Hz,34,ersp,0.035194276582532415,-0.07854093062563598,0.0433466540431035,0.052360620417090636
0,1.0,4.0,1-4Hz,35,ersp,0.03074094756608467,-0.0449584127998003,0.014217465233715663,0.029972275199866876
0,1.0,4.0,1-4Hz,36,ersp,0.015520494110834854,-0.04051501315143923,0.024994519040604447,0.027010008767626176
0,1.0,4.0,1-4Hz,37,ersp,0.027599748701890543,-0.0020758617058345983,-0.02552388699605599,0.018399832467927046
0,1.0,4.0,1-4Hz,38,ersp,0.0617235771079032,0.027004206445618295,-0.08872778355352148,0.059151855702347655
