,t00,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29
audio,-0.06275942505032402,0.13014534812579132,-0.005434545903167944,-0.028315334529053736,-0.03111414449025942,0.02458958176824693,0.00541790709766662,-0.015606448232457503,-0.058485000450823076,-0.0017987695651845326,0.02160890459023087,-0.00819026461548831,-0.0788965419713346,0.016334052303328257,0.03393526183008537,0.060923750700315915,0.010178681995496036,0.03420045613294955,-0.03228359942140325,0.009638350159990048,0.03672312139252995,0.007864472854884473,-0.03714320494762034,0.010107200697757997,-0.0347597365022693,-0.05904646008259399,0.02732009604271655,0.003873492989141132,0.012087032963806296,0.005684684043076313
picture,-0.039803230942709,-0.08911269052713841,-0.011437056773477536,0.06204335131405832,0.0034633432272015902,-0.03203260458506415,-0.020429017137313214,0.05364668109659876,0.008087236613495299,0.04375115472863843,-0.005149631802043621,0.011210272107101755,0.03684406026926167,-0.030806285475325695,-0.019916526099993927,-0.025052571101478273,-0.005624089622010839,-0.0076247839024904205,0.04241057584022308,-0.0030349899636296514,-0.04178910569147265,0.03810695373349603,0.02008004756750589,-0.03363362400795337,0.014866401742671575,0.047702507238736,-0.025420705798633925,-0.0035458407260802642,0.005751124501146983,0.013394654663689137
reading,0.102562655993033,-0.041032657598652864,0.016871602676645427,-0.03372801678500459,0.02765080126305779,0.007443022816817078,0.015011110039646563,-0.03804023286414131,0.050397763837327844,-0.04195238516345388,-0.01645927278818724,-0.003020007491613456,0.0420524817020729,0.01447223317199738,-0.014018735730091445,-0.03587117959883764,-0.004554592373485228,-0.026575672230459136,-0.010126976418819813,-0.0066033601963604235,0.005065984298942753,-0.045971426588380535,0.017063157380114456,0.023526423310195364,0.019893334759597685,0.011343952843857977,-0.0018993902440825386,-0.00032765226306088677,-0.017838157464953285,-0.019079338706765463
