k,silhouette,calinski_harabasz,davies_bouldin,n_clusters,n_singletons,min_size,max_size,size_cv
5,0.08363781869411469,181.9530931818856,2.501394027267092,5,0,176,671,0.5232613596663006
6,0.0845290869474411,159.03749125121976,2.5161195685022766,6,0,94,633,0.6147338718823826
7,0.07078390568494797,143.37562187131246,2.483119428023556,7,0,47,510,0.5759840611006541
8,0.07122530788183212,132.16150450389878,2.493973183403315,8,0,45,524,0.6404706648646566
9,0.0660766214132309,122.9121914244285,2.476300274902597,9,0,37,385,0.5414761665757213
10,0.0732341855764389,115.55388125920055,2.391105698772115,10,0,34,384,0.6252546320391985
11,0.06637436896562576,108.82964292416108,2.353852316651451,11,0,35,332,0.6362538653588825
12,0.07080643624067307,103.92814342982237,2.334714668344352,12,0,34,349,0.6509881579437681
13,0.07451964169740677,99.78790272570022,2.2211144249057977,13,0,3,312,0.7102299043452478
14,0.08206211030483246,97.37424057254727,2.1472112708383917,14,0,3,335,0.7684547258531621
15,0.07668598741292953,92.16714899651292,2.2100050159374125,15,0,3,291,0.7574273195056983
16,0.08028444647789001,89.52276703053295,2.209333835626267,16,0,3,309,0.7701232264353921
17,0.08666674792766571,87.41304603205778,2.136455011339218,17,0,3,311,0.7113245094127252
18,0.08140674978494644,83.37913386402658,2.229562641333479,18,0,14,263,0.6747907120987662
19,0.0762249007821083,81.33043739165204,2.161928189295839,19,0,3,233,0.6946420030769308
20,0.08634115755558014,79.71995633757099,2.1343944470971246,20,0,3,217,0.6784429623264918
21,0.08911991864442825,77.99491348973069,2.0701938208008572,21,0,3,246,0.790698791718643
22,0.08717779070138931,77.12456788089989,2.0919532396818843,22,0,3,180,0.6174927516300683
23,0.09175307303667068,74.74885118999805,2.0394105252783135,23,0,3,205,0.738327229735617
24,0.09191793948411942,73.70817253451614,2.018999694015632,24,0,3,200,0.695985494030478
25,0.09966952353715897,72.68197915255747,2.036105417406033,25,0,3,191,0.691705635925253
26,0.09063737094402313,69.93940018220304,2.0283022266726554,26,0,3,173,0.7023731483611713
27,0.10294583439826965,69.78695165349049,1.9734974170123276,27,0,3,199,0.7293956257742115
28,0.1024283692240715,68.21682805332013,1.9986679710481368,28,0,3,173,0.7008201515593773
29,0.10512644052505493,67.54183419524126,1.9387241503478079,29,0,3,183,0.7927307391187992
30,0.09797303378582001,65.81633290176528,1.9891618339274697,30,0,3,136,0.6707395011289391
