sample_idx,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20,k_21,k_22,k_23,k_24,k_25,k_26,k_27,k_28,k_29,k_30
0,1,0,6,0,0,6,3,3,8,9,10,5,3,15,2,7,6,5,20,5,14,16,16,5,0,10
1,3,5,4,7,8,0,8,9,2,11,0,11,12,0,9,16,17,1,10,14,7,7,26,3,20,5
2,3,5,4,7,7,0,8,9,2,11,11,11,12,4,9,16,17,1,10,14,7,7,26,3,20,5
3,3,5,4,7,7,0,8,9,2,11,11,11,12,4,9,16,17,1,10,14,7,7,26,3,20,5
4,4,4,6,0,5,6,3,10,8,9,3,13,3,15,2,7,0,14,21,5,14,16,16,14,0,18
5,4,4,0,3,8,1,3,10,5,2,8,3,0,16,2,19,0,16,21,5,18,16,19,14,16,11
6,3,4,4,3,8,0,8,9,2,11,0,11,3,0,2,16,17,1,21,14,7,7,26,3,20,5
7,3,4,4,3,8,0,8,9,2,11,0,11,3,10,2,16,17,1,11,14,7,7,26,3,20,5
8,3,5,4,7,7,0,8,9,2,11,11,11,12,4,9,16,17,1,10,14,7,7,26,3,20,5
9,3,5,4,7,7,0,8,9,2,11,11,11,12,4,9,16,17,1,10,14,7,7,26,3,20,5
10,3,4,4,7,8,0,8,9,2,11,0,11,12,0,2,16,17,1,10,14,7,7,26,3,20,5
11,3,4,4,3,8,0,8,9,2,11,0,11,13,0,2,16,17,1,10,14,7,7,26,3,20,5
12,4,3,6,0,5,6,3,0,8,9,3,13,1,15,17,8,2,6,20,3,1,10,6,22,15,21
13,4,3,6,0,5,6,3,0,8,9,3,13,1,15,17,8,2,14,18,3,1,10,6,22,15,17
14,4,3,6,0,5,6,3,0,8,9,3,13,1,15,17,8,2,14,18,3,1,10,6,22,15,17
15,4,3,6,0,5,6,3,0,8,9,3,13,1,15,17,8,2,14,18,3,1,10,6,22,22,17
16,4,4,6,0,5,6,3,3,8,9,0,13,3,15,2,8,16,14,18,5,14,22,20,21,22,17
17,4,4,6,0,8,0,3,9,7,11,0,10,13,0,2,0,16,1,18,18,7,22,20,21,22,17
18,4,4,6,0,8,0,3,9,7,11,0,10,13,0,2,0,16,1,18,18,7,22,20,21,22,17
19,3,4,4,0,8,0,3,10,8,2,0,13,3,16,2,7,0,1,21,14,7,16,16,14,0,11
20,3,5,4,7,8,0,8,9,2,11,0,11,12,0,9,16,17,1,10,14,7,7,26,3,20,5
21,3,5,4,7,8,0,8,9,2,11,0,11,12,0,9,16,17,1,10,14,7,7,26,3,20,5
22,3,5,4,7,8,0,8,9,2,11,0,11,12,0,9,16,17,1,10,14,7,7,26,3,20,5
23,3,5,4,7,7,0,8,9,2,11,11,11,12,4,9,16,17,1,10,14,7,7,26,3,20,5
24,3,5,4,7,7,0,8,9,2,11,11,11,12,4,9,16,17,1,10,14,7,7,26,3,20,5
25,3,5,4,7,7,0,8,9,2,11,11,11,12,4,9,16,17,1,10,14,7,7,26,3,20,5
26,3,4,4,0,8,0,8,10,8,11,0,13,3,0,2,7,17,1,21,14,7,16,26,14,0,11
27,3,4,4,7,8,0,8,9,2,11,0,11,3,0,2,16,17,1,21,14,7,7,26,3,20,5
28,3,4,4,3,8,0,8,10,2,11,0,11,3,0,2,16,17,1,21,14,7,7,26,3,0,5
29,3,5,4,7,8,0,8,9,2,11,0,11,3,0,2,16,17,1,10,14,7,7,26,3,20,5
30,3,5,4,7,8,0,8,9,2,11,0,11,12,0,2,16,17,1,10,14,7,7,26,3,20,5
31,3,5,4,7,7,0,8,9,2,11,11,11,12,4,9,16,17,1,10,14,7,7,26,3,20,5
32,3,5,4,7,8,0,8,9,2,11,0,11,12,0,9,16,17,1,10,14,7,7,26,3,20,5
33,3,5,4,7,8,0,8,9,2,11,0,11,12,0,9,16,17,1,10,14,7,7,26,3,20,5
34,4,3,3,5,4,1,4,10,4,2,3,7,4,8,5,4,5,6,0,1,22,16,14,2,3,26
35,4,3,2,6,3,1,7,0,5,0,3,13,1,3,4,19,16,6,18,18,1,22,20,21,22,17
36,4,3,2,6,3,7,6,1,11,10,1,2,16,3,13,0,16,19,18,18,1,22,20,21,22,17
37,0,2,2,6,3,7,6,1,11,10,1,2,16,7,13,5,16,19,18,18,21,22,20,21,22,17
38,0,2,2,6,3,7,6,1,11,10,1,2,16,7,13,5,16,19,18,18,21,22,20,21,22,17
39,0,2,2,6,3,7,6,1,11,10,1,2,16,7,13,5,16,19,18,18,21,22,20,21,22,17
