cluster_id,n_total,n_unknown,entropy_bits,purity,top_region,top_proportion,top_3_json,p_entropy_lower_tail,null_entropy_mean
0,44,2,2.731431689677869,0.30952380952380953,rostralmiddlefrontal,0.31,"[[""rostralmiddlefrontal"", 0.31], [""parsopercularis"", 0.19], [""insula"", 0.167]]",0.0,3.7845011079055144
1,164,100,3.4860790008164235,0.21875,insula,0.219,"[[""insula"", 0.219], [""superiortemporal"", 0.141], [""middletemporal"", 0.141]]",0.0,4.118361954999372
2,90,70,2.1609640474436813,0.5,middletemporal,0.5,"[[""middletemporal"", 0.5], [""inferiortemporal"", 0.2], [""supramarginal"", 0.1]]",0.0,4.0151540580099825
3,48,47,0.0,1.0,insula,1.0,"[[""insula"", 1.0]]",0.0,3.8170753540468234
4,52,13,2.6066323833078684,0.28205128205128205,middletemporal,0.282,"[[""middletemporal"", 0.282], [""inferiortemporal"", 0.282], [""superiortemporal"", 0.128]]",0.0,3.8526472065543134
5,61,15,2.749910324775656,0.391304347826087,middletemporal,0.391,"[[""middletemporal"", 0.391], [""lateralorbitofrontal"", 0.13], [""inferiortemporal"", 0.13]]",0.0,3.9072337683262366
6,42,35,0.9852281360342516,0.5714285714285714,superiortemporal,0.571,"[[""superiortemporal"", 0.571], [""bankssts"", 0.429]]",0.0,3.7711529092352327
7,39,39,,,unknown,1.0,"[[""unknown"", 1.0]]",,
8,164,49,3.9339685815953764,0.14782608695652175,rostralmiddlefrontal,0.148,"[[""rostralmiddlefrontal"", 0.148], [""inferiortemporal"", 0.122], [""middletemporal"", 0.113]]",0.018,4.116900872740853
9,33,4,2.860872479234688,0.2413793103448276,postcentral,0.241,"[[""postcentral"", 0.241], [""superiortemporal"", 0.207], [""supramarginal"", 0.138]]",0.0,3.6631047326323283
10,52,50,0.0,1.0,middletemporal,1.0,"[[""middletemporal"", 1.0]]",0.0,3.846840320293397
11,33,33,,,unknown,1.0,"[[""unknown"", 1.0]]",,
12,30,28,1.0,0.5,inferiortemporal,0.5,"[[""inferiortemporal"", 0.5], [""middletemporal"", 0.5]]",0.0,3.5956914953662977
13,152,69,3.7771750474480306,0.1686746987951807,insula,0.169,"[[""insula"", 0.169], [""middletemporal"", 0.145], [""supramarginal"", 0.096]]",0.0,4.119883493484409
14,49,7,3.3317141503029433,0.16666666666666666,superiorfrontal,0.167,"[[""superiorfrontal"", 0.167], [""precentral"", 0.143], [""superiortemporal"", 0.143]]",0.008,3.831584791226601
15,110,9,4.0285218335002115,0.12871287128712872,middletemporal,0.129,"[[""middletemporal"", 0.129], [""inferiortemporal"", 0.109], [""postcentral"", 0.089]]",0.372,4.059507488312546
