sample_idx,k_4,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20
0,1,3,1,6,0,7,2,4,4,8,9,10,1,14,1,0,5
1,1,3,1,6,2,2,4,5,11,2,6,5,7,11,11,16,4
2,1,3,1,6,2,2,4,5,11,2,6,5,7,11,11,16,4
3,1,3,1,6,2,2,4,5,11,2,6,5,7,11,11,16,4
4,1,3,1,6,0,7,2,4,4,8,9,10,1,14,1,0,4
5,0,1,4,6,2,2,4,5,11,2,9,5,1,2,11,16,2
6,1,3,1,6,2,2,4,5,11,2,6,5,7,11,11,16,4
7,1,3,1,6,2,2,4,5,11,2,6,5,7,11,11,16,4
8,1,3,1,6,2,2,4,5,11,2,6,5,7,11,11,16,4
9,1,3,1,6,2,2,4,5,11,2,6,5,7,11,11,16,4
10,1,3,1,6,2,2,4,5,11,2,6,5,7,11,11,16,4
11,1,3,1,6,2,2,4,5,11,2,6,5,7,11,11,16,4
12,0,1,4,2,0,3,2,4,4,8,9,6,1,2,1,11,16
13,1,3,1,4,6,7,0,2,8,1,3,9,2,3,7,10,17
14,1,3,1,4,6,7,0,2,8,1,3,9,2,3,7,10,17
15,1,3,1,4,6,7,0,2,8,1,3,9,2,3,7,10,17
16,1,3,1,4,6,7,0,2,8,1,3,9,2,3,7,10,17
17,1,3,1,4,6,7,4,2,11,2,3,5,7,11,11,10,4
18,1,3,1,6,2,7,4,5,11,2,6,5,7,11,11,10,4
19,0,1,4,6,2,2,4,5,11,2,6,5,7,11,11,16,4
20,1,3,1,6,2,2,4,5,11,2,6,5,7,11,11,16,4
21,1,3,1,6,2,2,4,5,11,2,6,5,7,11,11,16,4
22,1,3,1,6,2,2,4,5,11,2,6,5,7,11,11,16,4
23,1,3,1,6,2,2,4,5,11,2,6,5,7,11,11,16,4
24,1,3,1,6,2,2,4,5,11,2,6,5,7,11,11,16,4
25,1,3,1,6,2,2,4,5,11,2,6,5,7,11,11,16,4
26,1,3,1,6,2,2,4,5,11,2,6,5,7,11,11,16,4
27,1,3,1,6,2,2,4,5,11,2,6,5,7,11,11,16,4
28,1,3,1,6,2,2,4,5,11,2,6,5,7,11,11,16,4
29,1,3,1,6,2,2,4,5,11,2,6,5,7,11,11,16,4
30,1,3,1,6,2,2,4,5,11,2,6,5,7,11,11,16,4
31,1,3,1,6,2,2,4,5,11,2,6,5,7,11,11,16,4
32,1,3,1,6,2,2,4,5,11,2,6,5,7,11,11,16,4
33,1,3,1,6,2,2,4,5,11,2,6,5,7,11,11,16,4
34,0,1,4,2,5,3,9,4,3,10,9,6,1,2,1,11,16
35,1,3,1,4,0,7,2,4,4,8,9,5,7,11,11,10,4
36,1,3,1,4,0,7,2,4,11,8,9,5,7,11,11,10,4
37,1,3,1,4,6,7,0,2,11,1,3,5,7,11,11,10,4
38,1,3,1,4,6,7,7,2,11,1,3,5,7,11,11,10,4
39,1,3,1,4,6,7,7,2,11,4,3,5,7,11,11,10,4
40,0,1,4,2,5,3,2,4,4,8,9,6,1,2,1,11,16
41,0,1,4,2,0,3,2,4,4,8,9,6,1,2,1,11,16
42,1,3,1,4,0,7,2,4,4,8,9,10,2,14,10,0,5
43,1,3,1,4,0,7,2,4,4,8,9,10,2,14,10,10,5
44,1,3,1,4,6,7,0,2,8,1,3,9,2,3,7,10,17
45,1,3,1,4,6,7,0,2,8,1,3,9,2,3,7,10,17
46,1,3,1,4,6,7,0,2,8,1,3,9,2,3,7,10,17
47,1,3,1,4,6,7,0,2,8,1,3,9,2,3,7,10,17
48,1,3,1,4,6,7,0,2,11,2,3,5,7,11,11,10,4
49,1,3,1,6,2,7,4,5,11,2,6,5,7,11,11,10,4
50,1,3,1,6,2,7,4,5,11,2,6,5,7,11,11,10,4
51,1,3,1,4,0,7,2,4,4,8,9,10,1,14,1,0,6
52,0,1,4,2,0,3,2,4,4,8,9,10,1,14,1,0,5
53,1,3,1,4,0,7,2,4,4,8,9,10,1,14,1,0,5
54,1,3,1,6,0,7,2,4,4,8,9,10,1,14,1,0,6
55,1,3,1,2,0,7,2,4,4,8,9,10,1,14,1,0,6
56,0,1,4,2,0,7,2,4,4,8,10,6,1,14,1,0,6
57,0,1,4,2,0,3,2,4,4,10,10,6,1,2,1,11,16
58,0,1,4,2,0,3,2,4,4,8,9,6,8,14,1,11,16
59,2,2,5,5,5,8,9,1,0,11,0,0,13,13,16,4,11
60,2,2,5,5,5,0,9,1,0,0,4,0,13,0,2,15,11
61,2,2,5,5,5,0,9,1,0,0,4,0,13,0,2,15,11
62,2,2,5,5,5,0,9,1,0,0,4,0,13,0,2,15,11
63,0,4,2,6,2,2,4,5,11,2,6,5,7,11,2,16,2
64,0,4,2,6,2,2,4,5,11,2,6,5,7,11,11,16,4
65,1,4,2,6,2,2,4,5,11,2,6,5,7,11,11,16,4
66,0,1,5,5,5,3,9,1,0,12,1,0,13,13,16,4,11
67,0,1,4,2,5,3,9,1,0,12,1,0,13,13,16,4,11
68,2,2,5,5,5,8,9,1,0,12,4,0,13,13,16,4,11
69,0,1,4,2,0,3,2,4,4,10,9,6,1,2,1,11,16
70,0,1,4,2,0,7,2,4,4,8,9,10,8,14,10,0,5
71,1,3,1,4,6,7,0,2,8,1,3,9,2,3,7,10,4
72,1,3,1,6,2,2,4,5,11,2,6,5,7,11,11,16,4
73,1,3,1,6,2,2,4,5,11,2,6,5,7,11,11,16,4
74,0,1,4,2,0,3,2,4,4,8,9,10,8,14,10,0,5
75,1,3,1,4,6,7,0,2,4,8,3,10,2,14,7,10,6
76,1,3,1,4,6,7,0,2,8,1,3,9,2,3,7,10,17
77,1,3,1,4,0,7,0,10,5,8,10,10,2,14,4,0,6
78,1,3,1,6,2,6,0,10,5,7,13,3,3,9,4,18,13
79,1,3,1,6,2,6,4,10,5,7,13,3,3,9,4,18,13
80,1,3,1,4,6,6,0,10,5,7,13,3,3,9,4,18,13
81,1,3,1,4,6,6,0,10,5,7,13,3,3,9,4,18,13
82,1,3,1,6,2,6,0,10,5,7,13,3,3,9,4,18,13
83,1,3,1,6,2,6,4,10,5,7,13,3,3,9,4,18,13
84,1,3,1,6,2,6,4,10,5,7,13,3,3,9,4,18,13
85,1,3,1,6,2,6,4,10,5,7,13,3,3,9,4,18,13
86,1,3,1,6,2,6,4,10,5,7,13,3,3,9,4,18,13
87,1,3,1,6,2,6,0,10,5,7,13,3,3,9,4,18,13
88,1,3,1,4,6,6,0,2,8,1,3,9,3,3,7,6,17
89,1,3,1,4,6,6,0,2,8,1,3,9,3,3,7,6,17
90,1,3,1,6,6,6,0,10,5,7,13,3,3,9,4,18,13
91,0,1,4,2,0,3,5,3,4,8,9,10,8,14,10,11,16
92,2,2,5,5,5,3,9,1,0,12,4,0,13,13,16,4,11
93,1,1,4,2,0,3,2,4,4,8,9,10,8,14,1,11,16
94,1,3,1,4,6,6,0,10,5,7,13,3,3,9,4,18,13
95,1,3,1,2,0,3,2,4,5,8,9,10,8,14,10,18,5
96,1,3,1,4,6,6,0,2,8,1,3,9,3,3,7,6,17
97,1,3,1,4,6,6,0,10,5,7,13,3,3,9,4,18,13
98,1,3,1,6,2,6,4,10,5,7,13,3,3,9,4,18,13
99,1,3,1,6,2,6,4,10,5,7,13,3,3,9,4,18,13
100,1,3,1,6,0,6,0,10,5,7,13,3,3,9,4,18,13
101,1,3,1,6,0,6,2,10,5,7,13,3,3,9,4,18,13
102,1,3,1,6,0,6,0,10,5,7,13,3,3,9,4,18,13
103,1,3,1,6,0,6,0,10,5,7,13,3,3,9,4,18,13
104,1,3,1,6,2,6,4,10,5,7,13,3,3,9,4,18,13
105,1,3,1,6,2,6,4,10,5,7,13,3,3,9,4,18,13
106,1,3,1,6,2,6,0,10,5,7,13,3,3,9,4,18,13
107,1,3,1,4,0,7,2,4,4,8,10,10,2,14,1,0,6
108,1,3,1,4,6,6,0,10,5,7,13,10,2,14,4,18,13
109,1,3,1,4,6,6,0,10,5,7,13,3,3,9,4,18,13
110,1,3,1,6,6,6,0,10,5,7,13,3,3,9,4,18,13
111,1,3,1,4,0,7,2,4,4,8,10,10,1,14,1,0,6
112,1,3,1,4,0,6,2,10,5,8,13,10,3,9,4,18,13
113,1,3,1,6,0,3,2,4,5,8,9,10,8,14,4,18,13
114,1,3,1,6,0,6,5,10,5,7,13,3,3,9,4,18,13
115,1,3,1,6,0,6,4,10,5,7,13,3,3,9,4,18,13
116,1,3,1,6,0,6,0,10,5,7,13,3,3,9,4,18,13
117,1,3,1,4,0,6,0,10,5,7,13,3,3,9,4,18,13
118,1,3,1,6,0,3,2,10,5,8,9,10,8,14,4,18,13
119,1,3,1,6,6,6,0,10,5,7,13,3,3,9,4,18,13
120,1,3,1,6,6,6,0,10,5,7,13,3,3,9,4,18,13
121,1,3,1,4,0,7,2,4,5,8,9,10,8,14,4,18,13
122,1,3,1,2,0,3,2,4,5,8,9,10,8,14,4,18,13
