band,importance
1-4Hz,5.400762812895216
4-8Hz,4.967477280701398
8-13Hz,4.709666636195673
13-20Hz,4.6953940504337695
20-30Hz,4.467382811399972
30-50Hz,3.653179025657912
50-70Hz,3.010426879279361
70-100Hz,2.7245485992650975
100-130Hz,2.5900946796527804
130-170Hz,2.6585267160026795
170-220Hz,2.5300209118068206
220-270Hz,2.6489648779855055
270-320Hz,2.4199404017093546
320-360Hz,2.3200176507763937
360-400Hz,2.142363786338441
