class,support,precision,recall,f1,recall_ci_lo,recall_ci_hi,roc_auc_ovr,perm_p,perm_p_fdr
17Networks_1,26,0.41935483870967744,0.5,0.45614035087719296,0.0,0.6666666666666666,0.9043000990425883,0.004975124378109453,0.010572139303482588
17Networks_10,23,0.0,0.0,0.0,0.0,0.0,0.45798651476400837,1.0,1.0
17Networks_11,4,0.0,0.0,0.0,0.0,0.0,0.40801886792452835,1.0,1.0
17Networks_12,58,0.047619047619047616,0.034482758620689655,0.04,0.0,0.08011267605633793,0.6968007662835249,0.004975124378109453,0.010572139303482588
17Networks_13,95,0.10526315789473684,0.042105263157894736,0.06015037593984962,0.011754679144385027,0.07548363983759253,0.5713606147465999,0.004975124378109453,0.010572139303482588
17Networks_14,59,0.4666666666666667,0.3559322033898305,0.40384615384615385,0.17645071542130367,0.5957549099836333,0.8543202428310175,0.004975124378109453,0.010572139303482588
17Networks_15,25,0.03125,0.04,0.03508771929824561,0.0,0.11764705882352941,0.6507181136120044,0.029850746268656716,0.05638474295190713
17Networks_16,43,0.0,0.0,0.0,0.0,0.0,0.5669081204727411,1.0,1.0
17Networks_17,228,0.34545454545454546,0.5,0.40860215053763443,0.37125403474413377,0.6277537277537276,0.6712148521989907,1.0,1.0
17Networks_2,3,0.0,0.0,0.0,0.0,0.0,0.024607329842931958,1.0,1.0
17Networks_3,25,0.0,0.0,0.0,0.0,0.0,0.3003215434083601,1.0,1.0
17Networks_4,91,0.42105263157894735,0.43956043956043955,0.43010752688172044,0.25518617021276596,0.6669354838709675,0.79029620898133,0.004975124378109453,0.010572139303482588
17Networks_5,23,0.0,0.0,0.0,0.0,0.0,0.5094164147872589,1.0,1.0
17Networks_6,26,0.10526315789473684,0.07692307692307693,0.08888888888888889,0.0,0.2857142857142857,0.5264526246285903,0.004975124378109453,0.010572139303482588
17Networks_7,43,0.0,0.0,0.0,0.0,0.0,0.45965179819545054,1.0,1.0
17Networks_8,40,0.10638297872340426,0.125,0.11494252873563218,0.0,0.375,0.7687908496732025,0.004975124378109453,0.010572139303482588
17Networks_9,146,0.20398009950248755,0.2808219178082192,0.23631123919308358,0.1697913898485251,0.39474103251759973,0.5474812740400836,0.004975124378109453,0.010572139303482588
