,1-4Hz,4-8Hz,8-13Hz,13-20Hz,20-30Hz,30-50Hz,50-70Hz,70-100Hz,100-130Hz,130-170Hz,170-220Hz,220-270Hz,270-320Hz,320-360Hz,360-400Hz
audio,0.017744902053497547,0.011556969828565605,0.002067385480033976,0.007061522833325966,0.017022750143352076,-0.0808009996214331,-0.058717191791068844,0.017098412185550197,0.00782494213757669,0.027978884780560414,0.02229703748104715,0.03504040345170004,0.04617814161180932,0.07941415560432044,0.04375537750829483
picture,-0.029427946420713547,-0.01014454590658299,0.02807555883028512,0.05924693366065903,0.10404229551362397,0.1705803493813196,0.13898320427075686,0.09878752888475018,0.15322598105972612,0.11398981041645376,0.16870264759493844,0.1144721094916397,0.10312294003175468,0.0774397605308214,0.1346382603305369
reading,0.008717638909811948,-0.0014019722846879044,-0.023707471436200365,-0.05221555199973559,-0.09543932360076016,-0.0684027530965857,-0.06149802497532978,-0.091376894705604,-0.12658498103934598,-0.11212195573726985,-0.1504551588927052,-0.11822140743759703,-0.11833839520774933,-0.12510978305856987,-0.14110751013910666
