k,n_clusters,n_dominated,frac_clusters,frac_electrodes,median_share
5,5,0,0.0,0.0,0.23481781376518218
6,6,0,0.0,0.0,0.27232620320855616
7,7,1,0.14285714285714285,0.027761370348493797,0.2319277108433735
8,8,1,0.125,0.026580035440047254,0.25118094866289287
9,9,2,0.2222222222222222,0.06910809214412286,0.2733333333333333
10,10,3,0.3,0.10632014176018902,0.3332183908045977
11,11,3,0.2727272727272727,0.10927347903130538,0.3053435114503817
12,12,4,0.3333333333333333,0.14116952155936208,0.38533134772896505
13,13,6,0.46153846153846156,0.21972829297105728,0.4835164835164835
14,14,5,0.35714285714285715,0.1364441819255759,0.4007034632034632
15,15,6,0.4,0.19314825753101003,0.44047619047619047
16,16,7,0.4375,0.24394565859421147,0.46291208791208793
17,17,9,0.5294117647058824,0.3219137625516834,0.5616438356164384
18,18,11,0.6111111111111112,0.4075605434140579,0.5251831501831501
19,19,10,0.5263157894736842,0.33786178381571175,0.5047619047619047
20,20,12,0.6,0.3414057885410514,0.5905136702568352
21,21,13,0.6190476190476191,0.37448316597755466,0.6666666666666666
22,22,13,0.5909090909090909,0.4282339043118724,0.5296232876712329
23,23,16,0.6956521739130435,0.470761961015948,0.7058823529411765
24,24,17,0.7083333333333334,0.5351447135262847,0.7689405149452501
25,25,18,0.72,0.5115180153573539,0.7076923076923077
26,26,18,0.6923076923076923,0.5067926757235677,0.7678916827852997
27,27,20,0.7407407407407407,0.5912581216774956,0.8028169014084507
28,28,19,0.6785714285714286,0.5091553455404607,0.8363095238095238
29,29,21,0.7241379310344828,0.61193148257531,0.819672131147541
30,30,22,0.7333333333333333,0.5853514471352629,0.8605583195135433
