cluster,n,n_patients,top_n,top_share,top_patient,null_patients,null_share
0,439,25,74,0.16856492027334852,1,26.775,0.09909453302961274
1,208,10,61,0.2932692307692308,18,26.035,0.10421875
2,154,9,80,0.5194805194805194,25,25.3825,0.10821428571428574
3,297,14,66,0.2222222222222222,11,26.4975,0.10202861952861951
4,140,1,140,1.0,22,25.1325,0.11192857142857143
5,82,1,82,1.0,26,23.065,0.11725609756097563
6,98,5,66,0.673469387755102,8,23.9625,0.11436224489795918
7,270,20,47,0.17407407407407408,17,26.375,0.10300000000000001
