cluster_1,cluster_2,r_centred,r_plain,matched
0,0,0.10529458093135766,0.5101944116165213,False
0,1,0.17643841661300277,0.39919938925949583,False
0,2,0.038107899690750194,0.16824759938696338,False
0,3,0.0652243495814969,0.17871597156084598,False
0,4,0.774200386189273,0.9517322907950656,True
0,5,-0.6214934354898203,0.32110007618488456,False
0,6,-0.06653832534327744,0.7038730892877981,False
1,0,-0.46681288039682667,0.41843517197183955,False
1,1,-0.49306229545325503,0.18038393635951727,False
1,2,-0.1328711314514382,0.348179277546787,False
1,3,-0.1805023150239885,0.37054959551300476,False
1,4,-0.515032356267633,0.48053884194610647,False
1,5,0.9363724970523424,0.932563520613019,True
1,6,0.211673323120332,0.8077960695617089,False
2,0,-0.41073905332347455,0.45138069192805996,False
2,1,-0.45423751971490844,0.22920268012942902,False
2,2,-0.19414076571545347,0.2900838031656814,False
2,3,-0.29007659647470313,0.28273705045211456,False
2,4,0.5369559992072443,0.8421946949717152,False
2,5,0.1276214085694206,0.5687468480400926,False
2,6,0.8301697591234113,0.9469390004210442,True
3,0,0.5268856677359428,0.7546785679583672,False
3,1,0.967935221068069,0.8906419667236267,True
3,2,-0.546986640775866,-0.16186159663357486,False
3,3,-0.20580893184011295,0.08701543704844387,False
3,4,0.025322278146054915,0.666650579711702,False
3,5,-0.23943032971363418,0.43303290339092326,False
3,6,-0.6207753580948412,0.4720044593430961,False
4,0,0.07345365771229456,0.5127008255346344,False
4,1,-0.3009096812696889,0.13859734803465396,False
4,2,0.893107573502842,0.7020917300438605,True
4,3,0.3761251515960828,0.29302108620370587,False
4,4,-0.29420531836556396,0.6149409088130474,False
4,5,-0.3255115109166608,0.5254220629871907,False
4,6,-0.1642925015682486,0.7748028449161785,False
5,0,0.8277702151862868,0.8355471816052044,True
5,1,0.6114825124264178,0.6214390351609329,False
5,2,-0.1483388029354387,0.20017163559435514,False
5,3,-0.4446764945661636,0.06274344981297816,False
5,4,0.17732051167897672,0.7985138092771061,False
5,5,-0.35820269813203814,0.5094222583225892,False
5,6,-0.5061992733212971,0.6830854312980141,False
6,0,-0.31852365826603435,0.32893524778853345,False
6,1,-0.3696626041513939,0.11338158039455792,False
6,2,0.39778364045848513,0.3828095179272778,False
6,3,0.8048937390186433,0.6862929179578807,True
6,4,-0.47503545440670913,0.4952811440019225,False
6,5,-0.0801096179124712,0.5905853672743192,False
6,6,0.15773769892540798,0.8443072883727141,False
