k,n_clusters,n_dominated,frac_clusters,frac_electrodes,median_share
5,5,1,0.2,0.08144269924374636,0.3236994219653179
6,6,1,0.16666666666666666,0.08144269924374636,0.3213735205064685
7,7,1,0.14285714285714285,0.08144269924374636,0.3236994219653179
8,8,1,0.125,0.08144269924374636,0.3267433280039356
9,9,2,0.2222222222222222,0.12914485165794065,0.3236994219653179
10,10,3,0.3,0.15939499709133217,0.3769189334769728
11,11,5,0.45454545454545453,0.23036649214659685,0.4240506329113924
12,12,5,0.4166666666666667,0.23036649214659685,0.38702531645569616
13,13,6,0.46153846153846156,0.2513089005235602,0.47115384615384615
14,14,7,0.5,0.2815590459569517,0.5869282744282744
15,15,8,0.5333333333333333,0.3275159976730657,0.7027027027027027
16,16,9,0.5625,0.37638161721931357,0.6906370656370657
17,17,9,0.5294117647058824,0.37638161721931357,0.6785714285714286
18,18,9,0.5,0.37638161721931357,0.5752407704654896
19,19,10,0.5263157894736842,0.40372309482257124,0.6785714285714286
20,20,11,0.55,0.40372309482257124,0.6906370656370657
21,21,12,0.5714285714285714,0.4328097731239092,0.7027027027027027
22,22,14,0.6363636363636364,0.49621873182082604,0.7515599928686041
23,23,15,0.6521739130434783,0.5101803374054683,0.7848101265822784
24,24,16,0.6666666666666666,0.5509016870273414,0.7515599928686041
25,25,17,0.68,0.5509016870273414,0.7848101265822784
26,26,19,0.7307692307692307,0.6212914485165794,0.8347127555988315
27,27,20,0.7407407407407407,0.6346713205351949,0.8846153846153846
28,28,21,0.75,0.6346713205351949,0.9205685618729097
29,29,22,0.7586206896551724,0.6591041303083188,0.9565217391304348
30,30,23,0.7666666666666667,0.6800465386852821,0.9205685618729097
