cluster,n,n_lana,coverage,mean_P,median_P,rho,null_mean_P,p_mean,null_rho,p_rho,q_mean,q_rho,null_mean_P_sh,p_mean_sh,null_rho_sh,p_rho_sh,q_mean_sh,q_rho_sh,mean_P_lo,mean_P_hi,rho_lo,rho_hi,baseline_P
4,198,198,1.0,0.21515402107998127,0.11228287592530245,0.11835189241031184,0.1445934092123721,0.000999000999000999,0.007952673920036634,0.000999000999000999,0.007992007992007992,0.003996003996003996,0.21398529893920426,0.4015984015984016,0.09108127246641083,0.004995004995004995,0.6566766566766566,0.01998001998001998,0.16755829999246963,0.3045104212459647,0.0447956743324816,0.18847275967827704,0.1367513200596981
7,137,137,1.0,0.15735994560820774,0.0856079384684562,0.021040232258041122,0.1461239244567236,0.08091908091908091,0.025672895174784806,0.5974025974025974,0.32367632367632365,0.6827458256029685,0.14562647810001894,0.001998001998001998,0.04580191460655776,0.987012987012987,0.011988011988011988,0.987012987012987,0.09876012556898221,0.20192674332872068,-0.07190037823502207,0.11381520312698122,0.1367513200596981
5,193,193,1.0,0.15345401756002186,0.0918114110827446,-0.03129153754838096,0.17380287738887035,0.993006993006993,0.03412875395250407,0.5424575424575424,1.0,0.6827458256029685,0.14269588201746136,0.002997002997002997,-0.04070433899442549,0.7722277722277723,0.011988011988011988,0.987012987012987,0.09282641873467048,0.20082813561724142,-0.10498307398718941,0.03950003228727405,0.1367513200596981
1,342,342,1.0,0.12376474702665415,0.0930521115660667,0.02911458391281781,0.12405482637607845,0.5304695304695305,0.006513371487927579,0.13686313686313686,1.0,0.364968364968365,0.12354877536587135,0.46853146853146854,0.029886793018053165,0.5314685314685315,0.6566766566766566,0.8503496503496504,0.10827311548900581,0.15126811792723968,-0.05750740090415356,0.1248475370867447,0.1367513200596981
3,195,195,1.0,0.1209200230785287,0.0856079384684562,-0.02420592579319067,0.12964794164803353,0.8511488511488512,0.011113421152145832,0.3106893106893107,1.0,0.4971028971028971,0.12084154110334984,0.4925074925074925,-0.02558811729748639,0.5304695304695305,0.6566766566766566,0.8503496503496504,0.09306646997058492,0.1645371859199013,-0.0972625368345001,0.04272610935731818,0.1367513200596981
2,224,224,1.0,0.1207517275304001,0.08995037153363225,-0.03333251007196039,0.1266203749463083,0.8241758241758241,-0.020818200691455322,0.27972027972027974,1.0,0.4971028971028971,0.12010132130801716,0.45454545454545453,-0.05648003483272823,0.9590409590409591,0.6566766566766566,0.987012987012987,0.10283145761426792,0.14787299109576776,-0.1062804147037409,0.04429238137870471,0.1367513200596981
6,167,167,1.0,0.11847520863615017,0.0781637728214263,-0.021304428285075696,0.13419698819677314,0.994005994005994,-0.03030345587476884,0.6853146853146853,1.0,0.6853146853146853,0.13172051708581492,0.998001998001998,-0.01059860918959016,0.22477522477522477,0.998001998001998,0.5994005994005994,0.08582625025889237,0.13505331344343321,-0.076750291138216,0.03609460180976055,0.1367513200596981
0,232,232,1.0,0.1048280144700427,0.0831265524029731,-0.08154183925841903,0.1300079309968881,1.0,0.0025021397215451925,0.000999000999000999,1.0,0.003996003996003996,0.11318190657382382,0.9790209790209791,-0.03651256227085293,0.000999000999000999,0.998001998001998,0.007992007992007992,0.09129450805978892,0.11677708555062472,-0.15471785638745014,-0.004952638017915563,0.1367513200596981
